item_code,item_name,order_frequency,total_qty,avg_qty_per_order,std_qty,demand_cv,days_ordered,avg_basket_size,box_length,box_width,box_height,box_volume,item_volume
10012009001,樹頂100純柳橙汁1000ml,7,10,1.4285714285714286,0.5345224838248488,0.37416573867739417,6,13.142857142857142,29.0,18.0,26.0,13572.0,1357.2
10012011001,黑松柳橙C/TP300ml 黑松柳橙C,141,3456,24.0,17.852542864065242,0.7438559526693851,20,11.409722222222221,35.0,20.0,13.0,9100.0,379.2
10012899001,美粒果柳橙汁450mlPet 美粒果柳橙汁45,99,1860,17.547169811320753,16.993630221474834,0.9684541954173831,21,11.745283018867925,40.0,27.0,22.0,23760.0,990.0
10012907001,光泉果汁時刻100柳橙綜合果汁 200ml,45,546,11.869565217391305,15.204690351850383,1.2809812384342814,18,12.478260869565217,33.0,16.0,13.0,6864.0,286.0
10013003001,黑松葡萄C/TP300ml 黑松葡萄C,234,4158,17.61864406779661,12.127282056112898,0.6883209632618192,21,14.423728813559322,35.0,20.0,13.0,9100.0,379.2
10013004001,囍瑞100純天然紅葡萄原汁1L,6,24,4.0,4.381780460041329,1.0954451150103321,6,7.666666666666667,36.0,20.0,20.0,14400.0,1200.0
10013005001,光泉果汁時刻葡萄汁TP250ml 葡萄汁,161,4212,26.161490683229815,15.91064919366822,0.6081705888367956,21,12.006211180124224,34.0,20.0,11.0,7480.0,311.7
10013007001,光泉果汁時刻100葡萄綜合果汁 200ml,11,210,19.09090909090909,16.281612607199236,0.8528463746628172,5,8.0,33.0,16.0,13.0,6864.0,286.0
10013011001,波蜜一日水果100葡萄綜合果汁250ml 一日水果葡萄果,2,12,6.0,0.0,0.0,2,15.0,32.0,17.0,13.0,7072.0,392.9
10013012001,義美寶吉純果汁葡萄TP125ml,143,1764,12.25,9.13878999197829,0.7460236728145544,21,12.597222222222221,27.0,16.0,9.0,3888.0,162.0
10014001001,波蜜100蘋果葡萄汁TP160ml 蘋果葡萄汁TP16,1,6,6.0,0.0,0.0,1,36.0,33.0,16.0,10.0,5280.0,220.0
10014005001,鮮剖100椰子汁含椰肉520ml 鮮剖椰子汁,4,21,5.25,2.8722813232690143,0.5471012044321932,2,7.5,41.0,27.0,18.0,19926.0,830.3
10014006001,樹頂100蜜桃綜合果汁 1L 蜜桃綜合果汁 1L,5,13,2.6,1.51657508881031,0.5832981110808885,3,7.0,29.0,18.0,26.0,13572.0,1357.2
10014009001,崇德發天然黑麥汁Btl330ml,124,2154,15.838235294117647,13.399956101771814,0.8460510816346177,21,9.477941176470589,40.0,27.0,17.0,18360.0,765.0
10014014001,噶瑪蘭麥汁can 310ml,8,132,14.666666666666666,9.055385138137417,0.6174126230548239,6,17.555555555555557,40.0,27.0,13.0,14040.0,585.0
10014018001,太陽牌加州梅汁Pet 946ml 太陽牌加洲梅汁,4,14,3.5,2.0816659994661326,0.5947617141331808,4,4.0,38.0,30.0,26.0,29640.0,2470.0
10014020001,崇德發天然黑麥汁Can330ml,88,1434,15.58695652173913,12.675278503486465,0.8131977840451567,20,11.543478260869565,41.0,17.0,13.0,9061.0,377.5
10014021001,COCO XIM有機椰子水 有機椰子水,3,14,4.666666666666667,2.309401076758503,0.49487165930539345,2,5.0,33.0,26.0,26.0,22308.0,1859.0
10014023001,優鮮沛綜合果汁蔓越莓TP250ml,219,4944,20.860759493670887,14.409331525575555,0.690738586480867,21,14.776371308016877,35.0,21.0,11.0,8085.0,336.9
10014024001,酷椰嶼椰子汁250ml,20,216,10.8,8.618218157515294,0.7979831627328975,10,14.15,35.0,18.0,14.0,8820.0,367.5
10014027001,台酒烏梅黑麥汁 Can 330ml,1,24,12.0,8.48528137423857,0.7071067811865475,1,3.0,39.0,27.0,12.0,12636.0,526.5
10014028001,光泉果汁時刻芭芒柳汁TP250ml,236,5844,24.451882845188283,14.924909618227757,0.6103787472204713,21,11.02510460251046,34.0,20.0,11.0,7480.0,311.7
10014029001,椰活100純椰子水 500ml,27,348,11.6,10.994042273760883,0.9477622649793864,14,11.633333333333333,41.0,28.0,18.0,20664.0,861.0
10014030001,優鮮沛蔓越莓綜合果汁Pet500ml 優鮮沛蔓越莓綜,20,208,9.454545454545455,10.514059850764335,1.1120640226769969,10,14.5,42.0,29.0,24.0,29232.0,1218.0
10014032001,黑松百香果C/TP300ml 黑松百香果C,87,1908,21.2,14.839364594652753,0.6999700280496582,21,12.477777777777778,35.0,20.0,13.0,9100.0,379.2
10014033001,黑松蜜桃C/TP300ml,165,3432,20.674698795180724,15.070829486921985,0.7289503772811915,21,11.355421686746988,35.0,20.0,13.0,9100.0,379.2
10014034001,老北京御品酸梅湯TP300ml,22,306,13.304347826086957,10.997664142934651,0.8266218146650227,12,17.17391304347826,35.0,20.0,13.0,9100.0,379.2
10014037001,好聖地100椰子水 350ml,17,75,4.411764705882353,2.3994484660389084,0.5438749856354859,12,17.58823529411765,40.0,27.0,13.0,14040.0,585.0
10014041001,噶瑪蘭檸檬麥汁330ml 檸檬黑麥汁,5,54,10.8,7.8230428862431785,0.7243558228002942,4,13.6,39.0,26.0,20.0,20280.0,845.0
10014043001,囍瑞100覆盆莓綜合原汁1L 囍瑞100純天然,1,12,12.0,0.0,0.0,1,1.0,36.0,20.0,20.0,14400.0,1200.0
10014044001,SAKI水蜜桃果汁180ML SAKI水蜜桃,2,60,30.0,0.0,0.0,2,9.5,33.0,27.0,12.0,10692.0,356.4
10014046001,崇德發天然黑麥汁Btl500ml,1,12,12.0,0.0,0.0,1,1.0,27.0,21.0,27.0,15309.0,1275.8
10014051001,崇德發易開罐黑麥汁250ml 崇德發易開罐黑,69,1968,28.52173913043478,9.453615392524163,0.3314529787013045,20,4.231884057971015,33.0,22.0,13.0,9438.0,393.3
10014053001,好聖地蜂蜜蘆薈露 350ml,3,39,13.0,8.660254037844387,0.6661733875264914,3,4.333333333333333,41.0,28.0,14.0,16072.0,669.7
10014055001,鮮剖100純椰子汁 500ml,1,24,24.0,0.0,0.0,1,14.0,39.0,26.0,23.0,23322.0,971.8
10014058001,貝思寶兒熱帶水果汁300ml　 貝思寶兒熱帶水,3,11,3.6666666666666665,2.516611478423583,0.6863485850246136,2,12.333333333333334,40.0,27.0,15.0,16200.0,675.0
10014059001,台鳳100％鳳梨純汁Can350ml,5,42,8.4,3.2863353450309964,0.39123039821797573,4,9.6,40.0,27.0,13.0,14040.0,585.0
10014062001,囍瑞純天然蔓越莓汁200ml 純天然蔓越莓汁,3,24,8.0,3.4641016151377544,0.4330127018922193,3,7.333333333333333,33.0,15.0,13.0,6435.0,268.1
10014067001,愛之味莎莎亞椰奶TP250ml 莎莎亞椰奶,10,156,14.181818181818182,9.77566552024139,0.6893097482221493,8,8.909090909090908,41.0,17.0,14.0,9758.0,406.6
10014069001,波蜜芭樂汁300ml,1,6,6.0,0.0,0.0,1,13.0,35.0,20.0,13.0,9100.0,379.2
10014073001,台酒紅麴黑麥汁Can330 ml TTL紅麴黑麥汁,8,114,14.25,7.814821083775915,0.5484084971070817,4,10.375,41.0,27.0,13.0,14391.0,599.6
