sku_i,sku_j,cooc,n_i,n_j,jaccard
10000998001,14011003001,24,645,743,0.017595307917888565
14023127001,14503003001,46,214,2447,0.017590822179732315
14011034001,14505013001,20,360,797,0.01759014951627089
14104118001,14840006001,20,451,706,0.01759014951627089
10021026001,14501012001,54,2552,572,0.01758957654723127
14130017001,14503003001,46,215,2447,0.017584097859327217
14203017001,14840006001,24,683,706,0.017582417582417582
10032006001,14821003001,25,694,753,0.017580872011251757
10000011001,14505014001,26,1063,442,0.01757944557133198
10021035001,14112013001,26,648,857,0.01757944557133198
14100003001,14502011001,21,501,715,0.017573221757322177
10002018001,14020053001,22,816,458,0.01757188498402556
10000011001,14501045001,28,1063,559,0.01756587202007528
14805012001,14810001001,29,1441,239,0.01756511205330103
14000032001,14502009001,29,470,1210,0.01756511205330103
14000017001,14805012001,31,355,1441,0.017563739376770537
10033004001,14505016001,22,621,654,0.017557861133280128
10035035001,14020026001,28,742,881,0.01755485893416928
14804007001,14840017001,27,1281,285,0.017543859649122806
10033015001,14503003001,48,337,2447,0.017543859649122806
14102250001,14503019001,20,677,483,0.017543859649122806
10033015001,14020026001,21,337,881,0.017543859649122806
10010002001,14131047001,22,693,583,0.017543859649122806
14804007001,14831020001,27,1281,287,0.01752109020116807
10032006001,14501010001,24,694,700,0.017518248175182483
14501012001,14840006001,22,572,706,0.01751592356687898
10001012001,10021008001,21,466,754,0.01751459549624687
14020026001,14104002001,21,881,339,0.01751459549624687
10021026001,14000032001,52,2552,470,0.017508417508417508
14102249001,14501014001,21,765,456,0.0175
14023248001,14503003001,46,229,2447,0.01749049429657795
10033043001,14501026001,22,1043,237,0.017488076311605722
10000005001,14102249001,22,515,765,0.017488076311605722
14113066001,14821003001,21,469,753,0.017485428809325562
10000998001,10033043001,29,645,1043,0.017480409885473176
10002005001,14502009001,27,362,1210,0.017475728155339806
10000011001,10035035001,31,1063,742,0.017474633596392335
14502006001,14821003001,20,412,753,0.017467248908296942
14131047001,14804007001,32,583,1281,0.017467248908296942
14102246001,14804007001,28,350,1281,0.017467248908296942
14131075001,14804007001,28,351,1281,0.017456359102244388
14020026001,14840017001,20,881,285,0.017452006980802792
10000998001,14501063001,20,645,521,0.017452006980802792
14203017001,14503019001,20,683,483,0.017452006980802792
10010002001,14102249001,25,693,765,0.017445917655268667
10021026001,14503019001,52,2552,483,0.017432115320147504
10021025001,14133023001,38,1666,552,0.01743119266055046
14103009001,14831007001,20,358,810,0.017421602787456445
10021035001,10033037001,20,648,521,0.017406440382941687
14804007001,14831021001,25,1281,181,0.017397355601948505
10033028001,10033043001,20,127,1043,0.017391304347826087
14500000001,14501012001,30,1183,572,0.017391304347826087
10002021001,10032006001,20,477,694,0.01737619461337967
10010002001,10031013001,24,693,713,0.017366136034732273
14023056001,14502012001,37,1908,260,0.017362740497419052
10033043001,14121014001,25,1043,422,0.017361111111111112
14021005001,14503003001,45,190,2447,0.017361111111111112
10034042001,14102249001,25,700,765,0.017361111111111112
14010040001,14111001001,25,1258,207,0.017361111111111112
14011034001,14804007001,28,360,1281,0.01735895846249225
14805012001,14833024001,28,1441,200,0.01735895846249225
14502009001,14600023001,25,1210,256,0.01734906315058987
14501053001,14503003001,45,192,2447,0.017347725520431765
10031013001,14804007001,34,713,1281,0.017346938775510204
10033004001,14133023001,20,621,552,0.017346053772766695
10000011001,10033037001,27,1063,521,0.017341040462427744
10002005001,14804007001,28,362,1281,0.0173374613003096
10021026001,10035015001,48,2552,265,0.01733477789815818
14010040001,14503000001,28,1258,386,0.017326732673267328
10021008001,14500013001,22,754,538,0.01732283464566929
14110054001,14804007001,26,246,1281,0.017321785476349102
10033043001,14023047001,23,1043,308,0.017319277108433735
14500000001,14510050001,27,1183,403,0.01731879409878127
10034019001,14020026001,24,529,881,0.017316017316017316
10030007001,14501010001,20,475,700,0.017316017316017316
10000998001,10021035001,22,645,648,0.01730920535011802
14101025001,14804007001,30,483,1281,0.01730103806228374
10000011001,14121019001,25,1063,407,0.01730103806228374
10002018001,10031001001,25,816,654,0.01730103806228374
10000011001,10035034001,24,1063,350,0.017278617710583154
14020026001,14132031001,20,881,297,0.017271157167530225
10030048001,14501010001,20,478,700,0.017271157167530225
10002006001,10021026001,50,393,2552,0.017271157167530225
10031013001,10033018001,23,713,642,0.017267267267267267
14500037001,14840006001,20,473,706,0.01725625539257981
14011003001,14121106001,21,743,495,0.01725554642563681
14000057001,14203017001,25,791,683,0.01725327812284334
14022032001,14805012001,29,269,1441,0.017251635930993457
14503003001,14506087001,47,2447,325,0.01724770642201835
10015010001,10021025001,32,222,1666,0.017241379310344827
14104012001,14502009001,28,442,1210,0.017241379310344827
10021025001,10031031001,33,1666,281,0.017241379310344827
14102250001,14832021001,23,677,681,0.017228464419475654
14505041001,14831007001,22,489,810,0.017227877838684416
14840003001,14840006001,24,712,706,0.01721664275466284
14001047001,14502009001,28,446,1210,0.0171990171990172
10035035001,14502009001,33,742,1210,0.017196456487754037
10021008001,14505041001,21,754,489,0.01718494271685761
10021026001,10033010001,45,2552,112,0.01718213058419244
10000011001,10031001001,29,1063,654,0.017180094786729858
10021025001,10034011001,32,1666,229,0.017176596886741814
10010035001,14500000001,27,416,1183,0.01717557251908397
10035035001,14021010001,22,742,561,0.01717408274785324
14000041001,14010040001,23,105,1258,0.017164179104477612
14805012001,14833009001,27,1441,160,0.017153748411689963
10000011001,14500013001,27,1063,538,0.017153748411689963
14010040001,14131121001,23,1258,106,0.01715137956748695
14500000001,14831021001,23,1183,181,0.01715137956748695
14104118001,14502009001,28,451,1210,0.017146356399265157
14500000001,14520065001,24,1183,241,0.017142857142857144
10002018001,14832018001,20,816,371,0.01713796058269066
14131027001,14500000001,25,301,1183,0.017135023989033583
10033043001,14112013001,32,1043,857,0.017130620985010708
14502009001,14610002001,24,1210,215,0.017130620985010708
10033018001,14010040001,32,642,1258,0.017130620985010708
14502009001,14801002001,24,1210,215,0.017130620985010708
10033043001,14121020001,23,1043,323,0.01712583767684289
14505016001,14840003001,23,654,712,0.01712583767684289
10032006001,14000057001,25,694,791,0.017123287671232876
14011003001,14203017001,24,743,683,0.017118402282453638
10001012001,14503003001,49,466,2447,0.017108938547486033
10030013001,14112013001,20,332,857,0.01710863986313088
14500000001,14832012001,22,1183,125,0.017107309486780714
14010040001,14023248001,25,1258,229,0.01709986320109439
10032047001,14102249001,22,544,765,0.017094017094017096
10033018001,14011053001,20,642,548,0.017094017094017096
10002006001,14505013001,20,393,797,0.017094017094017096
14501012001,14505013001,23,572,797,0.017087667161961365
10000011001,14231003001,22,1063,247,0.017080745341614908
14011032001,14502014001,21,452,799,0.01707317073170732
14805012001,14831020001,29,1441,287,0.017068864037669218
14112013001,14133922001,20,857,335,0.017064846416382253
10021026001,14131041001,51,2552,489,0.01705685618729097
10021026001,14505009001,52,2552,549,0.017054772056411937
14023056001,14131025001,36,1908,239,0.01705352913311227
14010040001,14502006001,28,1258,412,0.01705237515225335
10002045001,10021026001,47,252,2552,0.017047515415306493
14023056001,14023102001,34,1908,121,0.017042606516290727
14022019001,14500000001,25,309,1183,0.017041581458759374
14104118001,14804007001,29,451,1281,0.017028772753963594
10020007001,14805012001,30,351,1441,0.0170261066969353
10031001001,14010040001,32,654,1258,0.01702127659574468
14502009001,14504055001,25,1210,284,0.01701837985023826
10032006001,14110009001,20,694,502,0.017006802721088437
10031013001,14101025001,20,713,483,0.017006802721088437
14110054001,14503003001,45,246,2447,0.016993957703927493
10001009001,10032016001,20,570,627,0.016992353440951572
10021026001,14832021001,54,2552,681,0.016986473733878578
14101025001,14502011001,20,483,715,0.01697792869269949
14132031001,14805012001,29,297,1441,0.016968987712112346
10033037001,14502014001,22,521,799,0.01694915254237288
14023056001,14502004001,36,1908,252,0.01694915254237288
14133003001,14840006001,20,495,706,0.01693480101608806
14501011001,14805012001,30,361,1441,0.016930022573363433
14501063001,14804007001,30,521,1281,0.016930022573363433
10021026001,14011032001,50,2552,452,0.016926201760324982
10033018001,14804007001,32,642,1281,0.016922263352723427
14101025001,14805012001,32,483,1441,0.016913319238900635
14804007001,14831011001,24,1281,162,0.016913319238900635
10000005001,10021026001,51,515,2552,0.016909814323607428
14011052001,14804007001,29,464,1281,0.0168997668997669
14121063001,14503003001,45,261,2447,0.016898235073225687
10032010001,14502014001,21,465,799,0.016894609814963796
14502011001,14505009001,21,715,549,0.016894609814963796
10000998001,14501045001,20,645,559,0.016891891891891893
14000039001,14840003001,20,492,712,0.016891891891891893
10031001001,14000057001,24,654,791,0.01688951442646024
14010040001,14820045001,26,1258,308,0.016883116883116882
14521157001,14804007001,26,285,1281,0.016883116883116882
10021026001,14001042001,50,2552,461,0.016874789065136685
10033004001,14102249001,23,621,765,0.016874541452677916
10034019001,14505013001,22,529,797,0.01687116564417178
14010040001,14020031001,25,1258,249,0.016869095816464237
10033043001,14501902001,21,1043,223,0.016867469879518072
10033043001,14130007001,24,1043,404,0.016865776528460996
14001045001,14112013001,20,349,857,0.016863406408094434
10034019001,14102250001,20,529,677,0.016863406408094434
10001009001,14503003001,50,570,2447,0.016852039096730706
14000039001,14502011001,20,492,715,0.016849199663016005
14102249001,14505014001,20,765,442,0.016849199663016005
14020053001,14831007001,21,458,810,0.016840417000801924
10033043001,14244021001,20,1043,165,0.016835016835016835
14010040001,14502004001,25,1258,252,0.016835016835016835
14503003001,14505005001,45,2447,272,0.016828721017202692
14501038001,14503003001,44,212,2447,0.016826003824091777
14023056001,14120019001,35,1908,208,0.016818837097549257
10021025001,14000011001,32,1666,269,0.016815554387808723
10021035001,14011003001,23,648,743,0.016812865497076022
14502009001,14820008001,25,1210,302,0.016812373907195696
14003019001,14023056001,35,209,1908,0.01681075888568684
14805012001,14822014001,27,1441,193,0.016801493466085875
14104118001,14500000001,27,451,1183,0.016801493466085875
10032016001,14102249001,23,627,765,0.016800584368151936
10010002001,14020026001,26,693,881,0.016795865633074936
10000011001,10010002001,29,1063,693,0.01679212507237985
14011032001,14500000001,27,452,1183,0.016791044776119403
14502009001,14805016001,25,1210,304,0.0167897918065816
10021026001,14131033001,53,2552,658,0.016788089958821667
10034019001,14011003001,21,529,743,0.016786570743405275
10000005001,14023056001,40,515,1908,0.01678556441460344
10031001001,10033043001,28,654,1043,0.016776512881965248
14503003001,14510050001,47,2447,403,0.016767748840528007
10002018001,14501010001,25,816,700,0.01676727028839705
14502009001,14832012001,22,1210,125,0.016755521706016754
14132031001,14804007001,26,297,1281,0.01675257731958763
10010002001,14501063001,20,693,521,0.01675041876046901
10010002001,10033037001,20,693,521,0.01675041876046901
14110009001,14805012001,32,502,1441,0.01674515960230246
14133922001,14500000001,25,335,1183,0.016744809109176157
10001006001,14102249001,22,571,765,0.0167427701674277
10000011001,10034025001,24,1063,395,0.016736401673640166
10001006001,14112007001,20,571,644,0.016736401673640166
14021010001,14505016001,20,561,654,0.016736401673640166
14500000001,14506001001,22,1183,154,0.016730038022813688
14000197001,14804007001,29,482,1281,0.016724336793540944
10031031001,14023056001,36,281,1908,0.01672085462145843
10033043001,14500042001,22,1043,295,0.016717325227963525
14010040001,14223179001,23,1258,141,0.016715116279069766
10033018001,14500000001,30,642,1183,0.016713091922005572
10000998001,10032006001,22,645,694,0.016704631738800303
10000998001,10002018001,24,645,816,0.016701461377870562
14011059001,14500000001,25,339,1183,0.016700066800267203
14804007001,14820008001,26,1281,302,0.016698779704560053
14503003001,14505115001,44,2447,232,0.01669829222011385
14101025001,14112013001,22,483,857,0.01669195751138088
10021026001,14133003001,50,2552,495,0.01668335001668335
10002018001,14505899001,20,816,403,0.016680567139282735
10001006001,10021035001,20,571,648,0.016680567139282735
10031013001,14821003001,24,713,753,0.016643550624133148
14204059001,14503003001,44,243,2447,0.016628873771730914
14000017001,14023056001,37,355,1908,0.016621743036837375
10033011001,10033043001,20,181,1043,0.016611295681063124
10001009001,10031001001,20,570,654,0.016611295681063124
14010040001,14010212001,24,1258,211,0.01660899653979239
14000060001,14023056001,34,175,1908,0.016593460224499756
10032013001,10034042001,22,648,700,0.016591251885369532
10035035001,14804007001,33,742,1281,0.016582914572864323
14804007001,14831022001,23,1281,129,0.01658255227108868
10033037001,14010040001,29,521,1258,0.01657142857142857
14000039001,14505013001,21,492,797,0.016561514195583597
14010060001,14023056001,34,179,1908,0.016561130053580127
10000005001,10031013001,20,515,713,0.016556291390728478
10033043001,14000039001,25,1043,492,0.016556291390728478
10001035001,10021026001,43,89,2552,0.016551193225558123
10031013001,10034042001,23,713,700,0.016546762589928057
10035015001,14502009001,24,265,1210,0.016540317022742935
14010040001,14012019001,23,1258,156,0.01653486700215672
10002021001,14500000001,27,477,1183,0.01653398652786283
10021025001,14505009001,36,1666,549,0.016521340064249657
10001012001,14102249001,20,466,765,0.016515276630883566
10034019001,14805012001,32,529,1441,0.016511867905056758
10031005001,10032013001,21,645,648,0.01650943396226415
10002018001,10002021001,21,816,477,0.01650943396226415
14023056001,14832018001,37,1908,371,0.01650312221231044
10034019001,14010040001,29,529,1258,0.016496018202502846
10000026001,14804007001,29,506,1281,0.016496018202502846
10000011001,10010035001,24,1063,416,0.016494845360824743
14502009001,14505011001,23,1210,208,0.016487455197132617
10033043001,14502004001,21,1043,252,0.016483516483516484
14500000001,14503019001,27,1183,483,0.01647345942647956
14804007001,14830010001,27,1281,385,0.01647345942647956
10033043001,14011031001,22,1043,315,0.016467065868263474
14503000001,14804007001,27,386,1281,0.016463414634146342
14370020001,14500000001,24,299,1183,0.01646090534979424
10021026001,10030007001,49,2552,475,0.016453995970449966
10031005001,14502009001,30,645,1210,0.01643835616438356
14010040001,14112018001,24,1258,227,0.01642710472279261
10021025001,14831007001,40,1666,810,0.016420361247947456
10034042001,14804007001,32,700,1281,0.016418676244227808
10021026001,14101025001,49,2552,483,0.01640991292699263
14020026001,14103009001,20,881,358,0.016406890894175553
14104002001,14502009001,25,339,1210,0.016404199475065617
10002001001,10021025001,32,317,1666,0.016401845207585853
10033043001,14014020001,20,1043,197,0.01639344262295082
10021026001,14011053001,50,2552,548,0.01639344262295082
10021025001,14821003001,39,1666,753,0.01638655462184874
10031005001,14131033001,21,645,658,0.01638065522620905
14121014001,14805012001,30,422,1441,0.016366612111292964
14370020001,14805012001,28,299,1441,0.016355140186915886
14501026001,14805012001,27,237,1441,0.01635372501514234
14131075001,14503003001,45,351,2447,0.01634580457682528
10001006001,14505013001,22,571,797,0.01634472511144131
10002018001,14102250001,24,816,677,0.016337644656228726
10010002001,14133023001,20,693,552,0.0163265306122449
14805012001,14820008001,28,1441,302,0.0163265306122449
14501010001,14505013001,24,700,797,0.016293279022403257
10034042001,14505013001,24,700,797,0.016293279022403257
10033043001,14830009001,21,1043,267,0.016291698991466253
14010040001,14505041001,28,1258,489,0.016288539848749273
10032016001,14500000001,29,627,1183,0.016282987085906794
14000022001,14500000001,23,253,1183,0.01627742392073602
10002018001,10033064001,20,816,433,0.01627339300244101
14000057001,14020053001,20,791,458,0.01627339300244101
10001012001,14023056001,38,466,1908,0.016267123287671232
10033043001,14000011001,21,1043,269,0.016266460108443067
14010040001,14131105001,23,1258,179,0.016265912305516265
14023056001,14831002001,34,1908,217,0.016260162601626018
14001052001,14023056001,34,218,1908,0.016252390057361378
14020026001,14121106001,22,881,495,0.01624815361890694
14500000001,14500032001,20,1183,68,0.016246953696181964
10021008001,14831007001,25,754,810,0.016244314489928524
14502009001,14509001001,23,1210,229,0.016242937853107344
14620907001,14805012001,27,250,1441,0.01622596153846154
14100003001,14821003001,20,501,753,0.01620745542949757
14502009001,14503019001,27,1210,483,0.016206482593037214
10002992001,14023056001,36,350,1908,0.016201620162016202
14000022001,14805012001,27,253,1441,0.016196760647870425
14120012001,14805012001,28,316,1441,0.016194331983805668
14501010001,14832021001,22,700,681,0.016188373804267846
14200069001,14503003001,43,254,2447,0.01617757712565839
10033043001,14011059001,22,1043,339,0.016176470588235296
14502009001,14505009001,28,1210,549,0.016175621028307337
10001012001,14000057001,20,466,791,0.016168148746968473
14020026001,14110009001,22,881,502,0.016164584864070537
14000006001,14831007001,20,448,810,0.01615508885298869
14505917001,14804007001,25,294,1281,0.016129032258064516
10021026001,14500037001,48,2552,473,0.016123614376889486
10000998001,10035035001,22,645,742,0.01611721611721612
14010210001,14023056001,34,236,1908,0.016113744075829384
14502009001,14520065001,23,1210,241,0.01610644257703081
10002018001,14501012001,22,816,572,0.016105417276720352
10033037001,14500000001,27,521,1183,0.016100178890876567
14003041001,14503003001,44,331,2447,0.016093635698610095
14132229001,14503003001,43,268,2447,0.016092814371257484
10034042001,14010040001,31,700,1258,0.01608718214841723
14001047001,14020026001,21,446,881,0.016079632465543645
10033037001,14011003001,20,521,743,0.01607717041800643
14131047001,14832021001,20,583,681,0.01607717041800643
10001025001,10021025001,31,294,1666,0.01607050285121825
10034042001,14110015001,20,700,565,0.01606425702811245
10000998001,14831007001,23,645,810,0.01606145251396648
10021026001,10033005001,44,2552,233,0.016052535570959505
10032006001,14501012001,20,694,572,0.016051364365971106
14611002001,14805012001,26,205,1441,0.016049382716049384
10031001001,14500000001,29,654,1183,0.016039823008849558
14011052001,14500000001,26,464,1183,0.016039481801357187
10000011001,14501063001,25,1063,521,0.01603592046183451
14000075001,14023056001,33,183,1908,0.016034985422740525
10031001001,14102250001,21,654,677,0.01603053435114504
10021025001,14505041001,34,1666,489,0.01603017444601603
14010031001,14500000001,23,275,1183,0.01602787456445993
14113066001,14502014001,20,469,799,0.016025641025641024
10031031001,14503003001,43,281,2447,0.01601489757914339
14112013001,14502006001,20,857,412,0.016012810248198558
10002045001,14023056001,34,252,1908,0.01599247412982126
10001009001,14502009001,28,570,1210,0.01598173515981735
10002018001,14501014001,20,816,456,0.01597444089456869
14131047001,14821003001,21,583,753,0.01596958174904943
14500000001,14510039001,27,1183,535,0.01596688350088705
10035035001,14131033001,22,742,658,0.015965166908563134
14500000001,14831002001,22,1183,217,0.015965166908563134
14501012001,14502009001,28,572,1210,0.01596351197263398
10021035001,14821003001,22,648,753,0.01595358955765047
14500000001,14505020001,21,1183,155,0.015945330296127564
14023056001,14130016001,33,1908,195,0.015942028985507246
10021008001,14840003001,23,754,712,0.01593901593901594
10030007001,14500000001,26,475,1183,0.015931372549019607
10031013001,10032016001,21,713,627,0.01592115238817286
10033043001,14131041001,24,1043,489,0.015915119363395226
10001006001,14840006001,20,571,706,0.015910898965791568
10030007001,14805012001,30,475,1441,0.015906680805938492
10033025001,14805012001,32,603,1441,0.015904572564612324
14104129001,14500000001,25,414,1183,0.015903307888040712
14000022001,14804007001,24,253,1281,0.015894039735099338
14001047001,14804007001,27,446,1281,0.01588235294117647
10000011001,14500037001,24,1063,473,0.015873015873015872
14010040001,14810006001,28,1258,535,0.01586402266288952
14000017001,14500000001,24,355,1183,0.015852047556142668
14112013001,14832021001,24,857,681,0.015852047556142668
14131033001,14821003001,22,658,753,0.01583873290136789
10010002001,14505016001,21,693,654,0.01583710407239819
14501010001,14840003001,22,700,712,0.015827338129496403
14010040001,14104067001,24,1258,283,0.015820698747528016
14003029001,14500000001,24,358,1183,0.015820698747528016
10000011001,10020007001,22,1063,351,0.015804597701149427
14010040001,14132038001,21,1258,92,0.01580135440180587
14010040001,14500056001,23,1258,221,0.015796703296703296
14011034001,14805012001,28,360,1441,0.015792442188381276
14503003001,14600023001,42,2447,256,0.015783540022547914
10002005001,14500000001,24,362,1183,0.015779092702169626
14010040001,14121062001,22,1258,159,0.015770609318996417
14023056001,14104067001,34,1908,283,0.01576263328697265
10033043001,14011024001,20,1043,246,0.015760441292356184
14010036001,14023056001,33,219,1908,0.015759312320916905
10032016001,14000057001,22,627,791,0.015759312320916905
14010040001,14111024001,21,1258,96,0.015753938484621154
10033043001,14231003001,20,1043,247,0.015748031496062992
10035035001,14011053001,20,742,548,0.015748031496062992
10015010001,10021026001,43,222,2552,0.015745148297326986
14502009001,14510050001,25,1210,403,0.015743073047858942
14023056001,14110106001,34,1908,286,0.01574074074074074
10002006001,14503003001,44,393,2447,0.015736766809728183
14000039001,14502014001,20,492,799,0.015735641227380016
14131020001,14500000001,21,173,1183,0.015730337078651686
14022032001,14804007001,24,269,1281,0.015727391874180863
14804005001,14805012001,24,109,1441,0.015727391874180863
14121106001,14505013001,20,495,797,0.015723270440251572
14611002001,14804007001,23,205,1281,0.01572112098427888
14023056001,14833010001,34,1908,289,0.01571890892279242
10000011001,10034036001,21,1063,294,0.015718562874251496
10032016001,14805012001,32,627,1441,0.015717092337917484
14010040001,14832021001,30,1258,681,0.01571503404924044
14501038001,14502009001,22,212,1210,0.015714285714285715
10033064001,14500000001,25,433,1183,0.01571338780641106
10032006001,14805012001,33,694,1441,0.01569933396764986
10002018001,10030048001,20,816,478,0.015698587127158554
10021026001,14505041001,47,2552,489,0.01569806279225117
10002005001,10021026001,45,362,2552,0.015684907633321716
14010040001,14223039001,21,1258,102,0.01568334578043316
10031013001,14840003001,22,713,712,0.015680684248039915
14023056001,14505099001,32,1908,167,0.01566324033284386
14010060001,14500000001,21,179,1183,0.015659955257270694
14000196001,14503003001,43,342,2447,0.015659140568099052
10033004001,14102250001,20,621,677,0.01564945226917058
14023056001,14370020001,34,1908,299,0.015646571560055222
14503003001,14801002001,41,2447,215,0.01564288439526898
14023056001,14611010001,40,1908,690,0.01563721657544957
10002018001,14011003001,24,816,743,0.015635179153094463
10000007001,14023056001,34,301,1908,0.015632183908045976
14102250001,14821003001,22,677,753,0.015625
10014023001,14503003001,41,219,2447,0.01561904761904762
10002992001,14503003001,43,350,2447,0.01561365286855483
14110009001,14502014001,20,502,799,0.0156128024980484
14012019001,14503003001,40,156,2447,0.015606710885680842
14502015001,14805012001,26,251,1441,0.015606242496998799
14020031001,14500000001,22,249,1183,0.015602836879432624
14101025001,14502009001,26,483,1210,0.015596880623875225
14010040001,14104042001,22,1258,175,0.01559177888022679
10021026001,14001047001,46,2552,446,0.015582655826558265
14000017001,14502009001,24,355,1210,0.015574302401038288
10002992001,14804007001,25,350,1281,0.015566625155666251
10002018001,14505041001,20,816,489,0.01556420233463035
14010034001,14500000001,23,319,1183,0.01555104800540906
10021025001,10032019001,29,1666,229,0.015541264737406217
14370020001,14503003001,42,299,2447,0.015532544378698224
10000011001,14501012001,25,1063,572,0.015527950310559006
14506087001,14805012001,27,325,1441,0.015526164462334674
14502012001,14805012001,26,260,1441,0.015522388059701492
14500000001,14805013001,25,1183,453,0.015518311607697082
14000039001,14502009001,26,492,1210,0.015513126491646777
14010040001,14840006001,30,1258,706,0.015511892450879007
14000027001,14010040001,21,117,1258,0.0155096011816839
14001074001,14010040001,22,183,1258,0.015503875968992248
14121014001,14804007001,26,422,1281,0.015503875968992248
14010040001,14200119001,21,1258,118,0.015498154981549815
14100003001,14831007001,20,501,810,0.015491866769945779
14502081001,14805012001,28,395,1441,0.015486725663716814
14021010001,14502009001,27,561,1210,0.01548165137614679
10001009001,10035035001,20,570,742,0.015479876160990712
14023049001,14503003001,41,243,2447,0.015477538693846734
14011028001,14805012001,29,462,1441,0.015474919957310566
14501011001,14804007001,25,361,1281,0.015460729746444033
10021026001,14130007001,45,2552,404,0.015458605290278255
14805012001,14810016001,29,1441,464,0.015458422174840085
14010247001,14805012001,27,333,1441,0.015455065827132226
10000011001,14104118001,23,1063,451,0.015425888665325285
14510050001,14805012001,28,403,1441,0.015418502202643172
10021026001,10030048001,46,2552,478,0.015415549597855228
14002002001,14502009001,23,305,1210,0.015415549597855228
14010173001,14502009001,21,174,1210,0.015407190022010272
10033018001,10035035001,21,642,742,0.015407190022010272
14503003001,14805013001,44,2447,453,0.015406162464985995
10001009001,14020026001,22,570,881,0.015395381385584325
10031001001,14505013001,22,654,797,0.015395381385584325
10033037001,14503003001,45,521,2447,0.015395141977420458
14010040001,14506087001,24,1258,325,0.015394483643361129
10021025001,14001047001,32,1666,446,0.015384615384615385
14023056001,14503013001,33,1908,271,0.01537744641192917
14110009001,14804007001,27,502,1281,0.015375854214123007
14022019001,14502009001,23,309,1210,0.01537433155080214
14501005001,14804007001,23,238,1281,0.01537433155080214
10031001001,14502014001,22,654,799,0.015373864430468204
10002018001,14112014001,20,816,505,0.015372790161414296
10033015001,14500000001,23,337,1183,0.015364061456245824
14804007001,14810001001,23,1281,239,0.015364061456245824
14010037001,14010040001,21,130,1258,0.015362106803218726
14500000001,14611002001,21,1183,205,0.015362106803218726
10033043001,14502006001,22,1043,412,0.015352407536636426
14102258001,14805012001,27,345,1441,0.015349630471859011
14000196001,14023056001,34,342,1908,0.015342960288808664
14503003001,14600005001,41,2447,269,0.015327102803738318
10002018001,10033018001,22,816,642,0.01532033426183844
14502009001,14509008001,21,1210,182,0.015317286652078774
14001045001,14805012001,27,349,1441,0.015314804310833806
10021008001,14501012001,20,754,572,0.015313935681470138
10031005001,14020026001,23,645,881,0.015302727877578177
14120012001,14502009001,23,316,1210,0.015302727877578177
14521157001,14805012001,26,285,1441,0.015294117647058824
10021035001,14020026001,23,648,881,0.015272244355909695
10033043001,14831020001,20,1043,287,0.015267175572519083
14010040001,14100026001,21,1258,139,0.015261627906976744
14101048001,14502009001,24,387,1210,0.015257469802924348
10001020001,10021026001,40,110,2552,0.015255530129672006
14010040001,14121059001,20,1258,73,0.015255530129672006
14010040001,14504006001,23,1258,273,0.015251989389920425
10031001001,14502009001,28,654,1210,0.015250544662309368
10002992001,14500000001,23,350,1183,0.015231788079470199
10031013001,10033004001,20,713,621,0.015220700152207
14503003001,14833010001,41,2447,289,0.015213358070500928
10032047001,14000057001,20,544,791,0.015209125475285171
14505016001,14832021001,20,654,681,0.015209125475285171
10021008001,10032013001,21,754,648,0.015206372194062274
14010027001,14023056001,31,163,1908,0.015196078431372549
10000011001,10032008001,21,1063,341,0.015184381778741865
14102249001,14840006001,22,765,706,0.01518288474810214
14011028001,14502009001,25,462,1210,0.015179113539769277
14000003001,14023056001,31,168,1908,0.015158924205378973
10002018001,14131033001,22,816,658,0.015151515151515152
10032006001,14500000001,28,694,1183,0.015143320713899405
14011034001,14500000001,23,360,1183,0.015131578947368421
10033043001,10033064001,22,1043,433,0.015130674002751032
10033004001,14010040001,28,621,1258,0.015126958400864398
14113066001,14502009001,25,469,1210,0.015114873035066506
10033004001,14112013001,22,621,857,0.01510989010989011
10033043001,14820008001,20,1043,302,0.01509433962264151
10011003001,14023056001,32,246,1908,0.015080113100848256
14000006001,14805012001,28,448,1441,0.015045674368619023
14001049001,14503003001,40,254,2447,0.01503194287861706
10010002001,14131033001,20,693,658,0.015026296018031555
10002018001,10033025001,21,816,603,0.015021459227467811
10031001001,14102249001,21,654,765,0.015021459227467811
14805012001,14831021001,24,1441,181,0.015018773466833541
14500000001,14805016001,22,1183,304,0.015017064846416382
10032006001,14131033001,20,694,658,0.015015015015015015
10021026001,14501013001,43,2552,356,0.0150087260034904
10021001001,10021025001,30,364,1666,0.015
14505011001,14804007001,22,208,1281,0.014996591683708248
14001017001,14023056001,32,258,1908,0.01499531396438613
10002017001,10021026001,40,156,2552,0.014992503748125937
14131025001,14500000001,21,239,1183,0.014989293361884369
14132050001,14804007001,22,209,1281,0.014986376021798364
10034025001,14023056001,34,395,1908,0.01498457470251212
14011053001,14804007001,27,548,1281,0.014983351831298557
10021025001,14840006001,35,1666,706,0.014976465554129225
10033025001,14821003001,20,603,753,0.014970059880239521
10021025001,14112014001,32,1666,505,0.014960261804581581
10000998001,14840003001,20,645,712,0.014958863126402393
10031005001,10031013001,20,645,713,0.014947683109118086
10032016001,14502014001,21,627,799,0.01494661921708185
10033004001,14804007001,28,621,1281,0.014941302027748132
14502009001,14831002001,21,1210,217,0.014935988620199146
10020007001,14804007001,24,351,1281,0.014925373134328358
14501053001,14805012001,24,192,1441,0.014916096954630205
14110054001,14500000001,21,246,1183,0.014914772727272728
