sku_i,sku_j,cooc,n_i,n_j,jaccard
14102249001,14133003001,58,765,495,0.048252911813643926
14506084001,14810016001,25,80,464,0.04816955684007707
14011028001,14011032001,42,462,452,0.0481651376146789
14011034001,14131041001,39,360,489,0.04814814814814815
14501045001,14502077001,48,559,486,0.048144433299899696
10033037001,10033068001,36,521,263,0.0481283422459893
10031001001,10032047001,55,654,544,0.048118985126859144
14000057001,14104118001,57,791,451,0.04810126582278481
14001047001,14130007001,39,446,404,0.04808877928483354
14102250001,14112016001,44,677,282,0.048087431693989074
14000196001,14244052001,21,342,116,0.04805491990846682
14000196001,14244014001,21,342,116,0.04805491990846682
14101025001,14130017001,32,483,215,0.04804804804804805
10001009001,10002021001,48,570,477,0.04804804804804805
14112013001,14131047001,66,857,583,0.048034934497816595
10001004001,14131025001,29,394,239,0.048013245033112585
14000006001,14011034001,37,448,360,0.04798962386511025
14110015001,14131033001,56,565,658,0.04798628963153385
14000071001,14000073001,25,196,350,0.04798464491362764
14611010001,14620907001,43,690,250,0.04793756967670011
14804007001,14821003001,93,1281,753,0.04791344667697063
14003029001,14133003001,39,358,495,0.04791154791154791
14101025001,14102250001,53,483,677,0.04787714543812105
14501011001,14502014001,53,361,799,0.04787714543812105
14820045001,14832018001,31,308,371,0.047839506172839504
14003041001,14104129001,34,331,414,0.04781997187060478
14022032001,14023006001,23,269,235,0.04781704781704782
10032008001,10034011001,26,341,229,0.04779411764705882
14010034001,14011059001,30,319,339,0.04777070063694268
10032010001,10034042001,53,465,700,0.047661870503597124
10031001001,10031005001,59,654,645,0.04758064516129032
14101025001,14104012001,42,483,442,0.04756511891279728
10033037001,10034036001,37,521,294,0.04755784061696658
14110106001,14500056001,23,286,221,0.047520661157024795
14112014001,14132015001,42,505,421,0.04751131221719457
14000032001,14011003001,55,470,743,0.047495682210708115
14104012001,14110086001,25,442,110,0.04743833017077799
10031001001,10032006001,61,654,694,0.0473970473970474
14010011001,14010040001,80,511,1258,0.047365304914150384
10031910001,10032016001,44,346,627,0.04736275565123789
14010040001,14131041001,79,1258,489,0.047362110311750596
14023056001,14112014001,109,1908,505,0.047309027777777776
10031001001,10035035001,63,654,742,0.047261815453863466
14521157001,14810006001,37,285,535,0.04725415070242656
14001047001,14014020001,29,446,197,0.04723127035830619
14001042001,14130007001,39,461,404,0.04721549636803874
14010040001,14011059001,72,1258,339,0.04721311475409836
10002006001,10002025001,22,393,95,0.04721030042918455
14502011001,14503019001,54,715,483,0.0472027972027972
14112013001,14132031001,52,857,297,0.047186932849364795
10021008001,10021025001,109,754,1666,0.047165729121592385
14503003001,14505014001,130,2447,442,0.04711852120333454
10010002001,10021026001,146,693,2552,0.04711197160374314
14820045001,14831021001,22,308,181,0.047109207708779445
14110106001,14500067001,22,286,203,0.047109207708779445
10013003001,10032047001,35,234,544,0.047106325706594884
14002002001,14104118001,34,305,451,0.04709141274238227
14830009001,14833010001,25,267,289,0.047080979284369114
10014090001,10034025001,33,340,395,0.04700854700854701
14010040001,14011053001,81,1258,548,0.04695652173913043
10021025001,10035035001,108,1666,742,0.04695652173913043
14110009001,14121020001,37,502,323,0.046954314720812185
14501013001,14502011001,48,356,715,0.0469208211143695
14121014001,14130007001,37,422,404,0.046894803548795945
14100003001,14112014001,45,501,505,0.046826222684703434
10033004001,10033050001,39,621,251,0.0468187274909964
14010040001,14011052001,77,1258,464,0.04680851063829787
14130017001,14131033001,39,215,658,0.046762589928057555
10032010001,10034011001,31,465,229,0.04675716440422323
14502026001,14505099001,23,348,167,0.046747967479674794
14500000001,14504006001,65,1183,273,0.04672897196261682
14101025001,14131027001,35,483,301,0.04672897196261682
14101048001,14104012001,37,387,442,0.04671717171717172
10031005001,10032008001,44,645,341,0.04670912951167728
14000032001,14130007001,39,470,404,0.046706586826347304
10030007001,10033066001,29,475,175,0.04669887278582931
14805012001,14840003001,96,1441,712,0.04666990763247448
14830009001,14831007001,48,267,810,0.04664723032069971
14112013001,14121014001,57,857,422,0.046644844517184945
14832021001,14840017001,43,681,285,0.04658721560130011
14010031001,14014020001,21,275,197,0.04656319290465632
14003041001,14131033001,44,331,658,0.04656084656084656
14110015001,14110084001,35,565,222,0.04654255319148936
10032016001,10034042001,59,627,700,0.04652996845425868
14000011001,14011032001,32,269,452,0.04644412191582003
14502014001,14502077001,57,799,486,0.046416938110749185
10002035001,14370004001,22,180,316,0.046413502109704644
14831011001,14833010001,20,162,289,0.04640371229698376
14000027001,14000032001,26,117,470,0.04634581105169341
14003029001,14131033001,45,358,658,0.046343975283213185
14501010001,14503013001,43,700,271,0.04633620689655173
14102250001,14110015001,55,677,565,0.04633529907329402
14503019001,14505138001,34,483,285,0.04632152588555858
14011028001,14104012001,40,462,442,0.046296296296296294
14001042001,14010011001,43,461,511,0.04628632938643703
14502026001,14505138001,28,348,285,0.04628099173553719
14010011001,14023056001,107,511,1908,0.046280276816609
14121014001,14121173001,23,422,98,0.04627766599597585
14102249001,14503003001,142,765,2447,0.04625407166123779
14000011001,14101048001,29,269,387,0.046251993620414676
14011034001,14131033001,45,360,658,0.046248715313463515
14011003001,14503003001,141,743,2447,0.046244670383732374
14010011001,14011028001,43,511,462,0.046236559139784944
10001025001,10002001001,27,294,317,0.046232876712328765
14001047001,14131027001,33,446,301,0.046218487394957986
14011028001,14132015001,39,462,421,0.0462085308056872
14000057001,14503003001,143,791,2447,0.04620355411954766
14001045001,14003041001,30,349,331,0.046153846153846156
14000057001,14100003001,57,791,501,0.046153846153846156
14001074001,14370004001,22,183,316,0.04612159329140461
10034042001,10034999001,42,700,253,0.04610318331503842
10032008001,10032047001,39,341,544,0.04609929078014184
10030003001,10033054001,20,259,195,0.04608294930875576
10002001001,10021001001,30,317,364,0.04608294930875576
14002002001,14003041001,28,305,331,0.046052631578947366
14023056001,14505013001,119,1908,797,0.0460170146945089
14820028001,14840017001,27,329,285,0.04599659284497445
14504027001,14504055001,20,171,284,0.04597701149425287
14820012001,14832018001,37,471,371,0.04596273291925466
14120017001,14121019001,21,71,407,0.045951859956236324
14370020001,14616006001,23,299,225,0.04590818363273453
14502009001,14832021001,83,1210,681,0.0459070796460177
10032008001,10032019001,25,341,229,0.045871559633027525
14010040001,14011032001,75,1258,452,0.045871559633027525
14831007001,14840017001,48,810,285,0.045845272206303724
14831002001,14840017001,22,217,285,0.04583333333333333
14113066001,14132015001,39,469,421,0.045828437132784956
14110054001,14112007001,39,246,644,0.045828437132784956
14010031001,14101048001,29,275,387,0.045813586097946286
14014020001,14131075001,24,197,351,0.04580152671755725
14001052001,14003041001,24,218,331,0.045714285714285714
14104012001,14110015001,44,442,565,0.04569055036344756
14502014001,14503019001,56,799,483,0.04567699836867863
10002006001,10002072001,20,393,65,0.045662100456621
14505016001,14505138001,41,654,285,0.045657015590200446
14131047001,14505016001,54,583,654,0.04564666103127642
14000057001,14113066001,55,791,469,0.04564315352697095
14102246001,14131033001,44,350,658,0.04564315352697095
14011032001,14104012001,39,452,442,0.0456140350877193
14011034001,14131075001,31,360,351,0.045588235294117645
14131047001,14133003001,47,583,495,0.04558680892337536
10010002001,10010004001,48,693,408,0.045584045584045586
10010004001,10034025001,35,408,395,0.045572916666666664
14010040001,14104012001,74,1258,442,0.04551045510455105
14501045001,14501063001,47,559,521,0.04549854791868345
14112013001,14203017001,67,857,683,0.04548540393754243
10000011001,10002001001,60,1063,317,0.045454545454545456
14001012001,14104067001,20,177,283,0.045454545454545456
10002005001,10002014001,22,362,144,0.045454545454545456
14010040001,14501010001,85,1258,700,0.04538174052322477
10001004001,14509008001,25,394,182,0.045372050816696916
14001052001,14131033001,38,218,658,0.045346062052505964
14001047001,14121019001,37,446,407,0.04534313725490196
14501045001,14503013001,36,559,271,0.04534005037783375
14023056001,14131047001,108,1908,583,0.04532102391942929
14010034001,14131041001,35,319,489,0.045278137128072445
14000057001,14011053001,58,791,548,0.04527712724434036
14001047001,14104002001,34,446,339,0.045272969374167776
14832021001,14833010001,42,681,289,0.04525862068965517
14501013001,14502014001,50,356,799,0.04524886877828054
14000032001,14011059001,35,470,339,0.04521963824289406
14000017001,14001093001,26,355,246,0.04521739130434783
14500013001,14501012001,48,538,572,0.04519774011299435
10001001001,10002006001,23,139,393,0.04518664047151277
14011003001,14101025001,53,743,483,0.045183290707587385
14502004001,14505014001,30,252,442,0.045180722891566265
10032008001,10034042001,45,341,700,0.045180722891566265
14011032001,14130007001,37,452,404,0.045177045177045176
14502014001,14502078001,44,799,220,0.04512820512820513
14121019001,14130007001,35,407,404,0.045103092783505154
14112014001,14505016001,50,505,654,0.04508566275924256
14000196001,14244016001,22,342,168,0.045081967213114756
14121014001,14121057001,27,422,204,0.045075125208681135
14120012001,14131033001,42,316,658,0.045064377682403435
14370004001,14504027001,21,316,171,0.045064377682403435
14112014001,14113066001,42,505,469,0.045064377682403435
14503000001,14505013001,51,386,797,0.045053003533568906
14102246001,14102249001,48,350,765,0.04498594189315839
14001093001,14003029001,26,246,358,0.04498269896193772
14104118001,14110054001,30,451,246,0.044977511244377814
14104067001,14104129001,30,283,414,0.044977511244377814
14804007001,14831007001,90,1281,810,0.044977511244377814
14000006001,14010034001,33,448,319,0.04495912806539509
14501012001,14501063001,47,572,521,0.044933078393881457
14010011001,14131041001,43,511,489,0.04493207941483804
10032016001,10035034001,42,627,350,0.044919786096256686
10040019001,10040039001,22,118,394,0.044897959183673466
14100003001,14121019001,39,501,407,0.04487917146144994
10032010001,10035034001,35,465,350,0.04487179487179487
14104012001,14131047001,44,442,583,0.04485219164118247
14104118001,14112007001,47,451,644,0.04484732824427481
14002002001,14010011001,35,305,511,0.04481434058898848
10033005001,10035034001,25,233,350,0.044802867383512544
10033005001,10034042001,40,233,700,0.04479283314669653
14102249001,14110015001,57,765,565,0.04477611940298507
14110015001,14121017001,34,565,229,0.04473684210526316
14500023001,14501012001,35,246,572,0.04469987228607918
14600005001,14621041001,21,269,222,0.04468085106382979
14831007001,14833010001,47,810,289,0.04467680608365019
14011032001,14102249001,52,452,765,0.04463519313304721
14501022001,14502111001,32,498,251,0.044630404463040445
10032047001,10033025001,49,544,603,0.044626593806921674
10000998001,10030023001,44,645,385,0.04462474645030426
14100003001,14112013001,58,501,857,0.04461538461538461
14110054001,14120012001,24,246,316,0.04460966542750929
14000197001,14110009001,42,482,502,0.044585987261146494
14810006001,14840017001,35,535,285,0.044585987261146494
14011003001,14011032001,51,743,452,0.044580419580419584
14011053001,14101025001,44,548,483,0.044579533941236066
10021008001,10021026001,141,754,2552,0.04454976303317536
14500000001,14502006001,68,1183,412,0.04453176162409954
10014090001,10032008001,29,340,341,0.04447852760736196
14011028001,14011034001,35,462,360,0.044472681067344345
14000021001,14000039001,24,72,492,0.044444444444444446
14023056001,14505016001,109,1908,654,0.04443538524256013
14510039001,14510107001,35,535,288,0.044416243654822336
10032006001,10034019001,52,694,529,0.0444064901793339
14131033001,14503003001,132,658,2447,0.044399596367305755
14000057001,14014020001,42,791,197,0.04439746300211417
14110015001,14112016001,36,565,282,0.04438964241676942
10001004001,14504027001,24,394,171,0.04436229205175601
14500000001,14501047001,57,1183,159,0.0443579766536965
14501010001,14501012001,54,700,572,0.04433497536945813
10000007001,10001006001,37,301,571,0.04431137724550898
14011034001,14102250001,44,360,677,0.044310171198388724
14104067001,14133003001,33,283,495,0.04429530201342282
10010002001,10010035001,47,693,416,0.044256120527306965
10031005001,10034042001,57,645,700,0.04425465838509317
10021026001,14023056001,189,2552,1908,0.04425193163193632
10030007001,10033030001,30,475,233,0.04424778761061947
14001093001,14011028001,30,246,462,0.04424778761061947
14010034001,14011003001,45,319,743,0.04424778761061947
14020026001,14102250001,66,881,677,0.04423592493297587
14500023001,14502077001,31,246,486,0.0442225392296719
14011032001,14113066001,39,452,469,0.04421768707482993
14001045001,14001052001,24,349,218,0.04419889502762431
14011052001,14112014001,41,464,505,0.04418103448275862
14102250001,14133023001,52,677,552,0.044180118946474084
14000011001,14010011001,33,269,511,0.04417670682730924
14370004001,14810016001,33,316,464,0.04417670682730924
14821003001,14831020001,44,753,287,0.04417670682730924
14000073001,14010040001,68,350,1258,0.04415584415584416
14820008001,14831007001,47,302,810,0.044131455399061034
14020026001,14502014001,71,881,799,0.044126786824114354
14104002001,14121017001,24,339,229,0.04411764705882353
14000032001,14010040001,73,470,1258,0.044108761329305135
14000057001,14010031001,45,791,275,0.04407443682664055
10001004001,14506084001,20,394,80,0.04405286343612335
14504006001,14504015001,20,273,201,0.04405286343612335
10031910001,10034036001,27,346,294,0.04404567699836868
14131041001,14504009001,24,489,80,0.044036697247706424
14804007001,14840003001,84,1281,712,0.044002095337873234
14000017001,14011032001,34,355,452,0.04398447606727038
10035034001,10035035001,46,350,742,0.04397705544933078
14203017001,14204059001,39,683,243,0.043968432919954906
10001012001,10001025001,32,466,294,0.04395604395604396
14121014001,14133023001,41,422,552,0.04394426580921758
14500013001,14500023001,33,538,246,0.043941411451398134
14001049001,14101025001,31,254,483,0.043909348441926344
10034036001,10034999001,23,294,253,0.04389312977099236
10014090001,10035034001,29,340,350,0.04387291981845688
14011032001,14011053001,42,452,548,0.04384133611691023
14000057001,14002002001,46,791,305,0.04380952380952381
14110084001,14113066001,29,222,469,0.04380664652567976
14011032001,14014011001,24,452,120,0.043795620437956206
14010040001,14011031001,66,1258,315,0.043795620437956206
10032047001,10034019001,45,544,529,0.04377431906614786
14502077001,14503003001,123,486,2447,0.043772241992882564
10002035001,14810016001,27,180,464,0.04376012965964344
14104067001,14133023001,35,283,552,0.04375
10013005001,10014090001,21,161,340,0.04375
14001042001,14110015001,43,461,565,0.04374364191251272
10031001001,10034011001,37,654,229,0.04373522458628842
14121014001,14130042001,24,422,151,0.04371584699453552
14000017001,14000057001,48,355,791,0.04371584699453552
14102258001,14131033001,42,345,658,0.043704474505723206
10021026001,10032016001,133,2552,627,0.04366382140512147
10033043001,14503003001,146,1043,2447,0.04366028708133971
14010040001,14501045001,76,1258,559,0.043653072946582425
10021026001,10032008001,121,2552,341,0.04365079365079365
14000057001,14112007001,60,791,644,0.04363636363636364
14131075001,14231003001,25,351,247,0.04363001745200698
14000006001,14001042001,38,448,461,0.04362801377726751
14832018001,14840006001,45,371,706,0.0436046511627907
14804007001,14840006001,83,1281,706,0.043592436974789914
10033005001,10034036001,22,233,294,0.04356435643564356
14000197001,14244021001,27,482,165,0.043548387096774194
14000032001,14131041001,40,470,489,0.04352557127312296
14131027001,14131033001,40,301,658,0.04352557127312296
14131033001,14132015001,45,658,421,0.043520309477756286
14112013001,14505016001,63,857,654,0.04350828729281768
14510033001,14810016001,24,112,464,0.043478260869565216
14001074001,14131041001,28,183,489,0.043478260869565216
14500037001,14502014001,53,473,799,0.043478260869565216
14010040001,14121014001,70,1258,422,0.043478260869565216
14830069001,14840003001,40,248,712,0.043478260869565216
14023056001,14110015001,103,1908,565,0.043459915611814344
14023056001,14113066001,99,1908,469,0.043459174714661986
10033025001,10035035001,56,603,742,0.04344453064391001
14112014001,14133023001,44,505,552,0.04343534057255676
14003029001,14101048001,31,358,387,0.04341736694677871
10030048001,10033054001,28,478,195,0.043410852713178294
10031013001,14010040001,82,713,1258,0.04340921122286924
14001042001,14102249001,51,461,765,0.04340425531914894
14600023001,14616006001,20,256,225,0.04338394793926247
14500000001,14502012001,60,1183,260,0.04338394793926247
14101048001,14121019001,33,387,407,0.04336399474375821
14010011001,14102249001,53,511,765,0.04333605887162715
14831011001,14832021001,35,162,681,0.043316831683168314
14000032001,14001045001,34,470,349,0.04331210191082802
14502014001,14505138001,45,799,285,0.04331087584215592
14000011001,14000057001,44,269,791,0.04330708661417323
14003019001,14104012001,27,209,442,0.04326923076923077
14010011001,14010247001,35,511,333,0.04326328800988875
14103009001,14104129001,32,358,414,0.043243243243243246
14131025001,14370004001,23,239,316,0.043233082706766915
14000006001,14000032001,38,448,470,0.04318181818181818
10001004001,14840018001,21,394,114,0.043121149897330596
10000005001,10002018001,55,515,816,0.04310344827586207
14830009001,14831002001,20,267,217,0.04310344827586207
14500013001,14502007001,28,538,140,0.043076923076923075
14020026001,14104118001,55,881,451,0.04306969459671104
10001001001,10001004001,22,139,394,0.043052837573385516
10001004001,10032011001,21,394,115,0.0430327868852459
14502078001,14503019001,29,220,483,0.04302670623145401
10033025001,10034036001,37,603,294,0.04302325581395349
14102250001,14104129001,45,677,414,0.043021032504780114
14104012001,14121019001,35,442,407,0.042997542997543
14102249001,14131075001,46,765,351,0.04299065420560748
14101048001,14104129001,33,387,414,0.04296875
14501013001,14502026001,29,356,348,0.04296296296296296
14500023001,14503019001,30,246,483,0.04291845493562232
14502026001,14503003001,115,348,2447,0.04291044776119403
14000039001,14010040001,72,492,1258,0.04290822407628129
14011053001,14023056001,101,548,1908,0.042887473460721866
14502014001,14503013001,44,799,271,0.042884990253411304
14010031001,14010247001,25,275,333,0.04288164665523156
10031910001,10034042001,43,346,700,0.04287138584247258
14501011001,14505014001,33,361,442,0.04285714285714286
14100003001,14121017001,30,501,229,0.04285714285714286
14501045001,14502078001,32,559,220,0.0428380187416332
14010034001,14101048001,29,319,387,0.04283604135893648
14101048001,14110084001,25,387,222,0.04280821917808219
10031033001,10033004001,36,256,621,0.04280618311533888
14500000001,14501022001,69,1183,498,0.042803970223325064
14503000001,14505005001,27,386,272,0.042789223454833596
14000075001,14011032001,26,183,452,0.042692939244663386
14110015001,14131047001,47,565,583,0.04268846503178928
14131047001,14503003001,124,583,2447,0.042670337233310394
14121019001,14121057001,25,407,204,0.042662116040955635
14820014001,14840003001,43,339,712,0.04265873015873016
14100003001,14120019001,29,501,208,0.04264705882352941
14121019001,14131075001,31,407,351,0.04264099037138927
14820012001,14831020001,31,471,287,0.04264099037138927
14011003001,14102250001,58,743,677,0.042584434654919234
14010040001,14502014001,84,1258,799,0.04257475924987329
14831002001,14832018001,24,217,371,0.0425531914893617
14011028001,14113066001,38,462,469,0.0425531914893617
14001042001,14133003001,39,461,495,0.04252998909487459
14804010001,14805012001,66,177,1441,0.04252577319587629
14110015001,14112013001,58,565,857,0.04252199413489736
14101025001,14131075001,34,483,351,0.0425
10010035001,10015010001,26,416,222,0.042483660130718956
14010040001,14101048001,67,1258,387,0.042458808618504436
14011003001,14131047001,54,743,583,0.04245283018867924
14501010001,14501013001,43,700,356,0.04244817374136229
14102249001,14104129001,48,765,414,0.042440318302387266
10032013001,14503003001,126,648,2447,0.042438531492084874
14112014001,14130007001,37,505,404,0.04243119266055046
14000039001,14000071001,28,492,196,0.04242424242424243
14104012001,14110054001,28,442,246,0.04242424242424243
14023056001,14104118001,96,1908,451,0.04242156429518339
14000006001,14131033001,45,448,658,0.04241281809613572
14010040001,14021010001,74,1258,561,0.042406876790830945
14503013001,14505014001,29,271,442,0.04239766081871345
14104129001,14121014001,34,414,422,0.04239401496259352
14370004001,14616006001,22,316,225,0.04238921001926782
10030013001,10034019001,35,332,529,0.0423728813559322
14101048001,14131105001,23,387,179,0.0423572744014733
14500013001,14502026001,36,538,348,0.042352941176470586
14503003001,14821003001,130,2447,753,0.04234527687296417
10032010001,10034003001,32,465,323,0.042328042328042326
14102040001,14104012001,24,149,442,0.042328042328042326
14501011001,14503003001,114,361,2447,0.042316258351893093
14102250001,14121019001,44,677,407,0.04230769230769231
14011028001,14131075001,33,462,351,0.04230769230769231
14003041001,14121063001,24,331,261,0.04225352112676056
14500000001,14820012001,67,1183,471,0.04221802142407057
14502026001,14505014001,32,348,442,0.04221635883905013
14000057001,14102249001,63,791,765,0.04219691895512391
14501013001,14501026001,24,356,237,0.0421792618629174
10002992001,14132229001,25,350,268,0.04215851602023609
14504009001,14810016001,22,80,464,0.0421455938697318
14000017001,14101048001,30,355,387,0.042134831460674156
10001025001,10021026001,115,294,2552,0.04210911753936287
14132031001,14133003001,32,297,495,0.042105263157894736
14113066001,14121014001,36,469,422,0.042105263157894736
14501011001,14505016001,41,361,654,0.04209445585215606
14000032001,14001047001,37,470,446,0.04209328782707622
14000006001,14000071001,26,448,196,0.042071197411003236
10010004001,10014028001,26,408,236,0.042071197411003236
10021026001,10031005001,129,2552,645,0.04204693611473272
14002002001,14104129001,29,305,414,0.042028985507246375
10014090001,10032016001,39,340,627,0.04202586206896552
14501045001,14503019001,42,559,483,0.042
14020026001,14131047001,59,881,583,0.04199288256227758
14805012001,14820012001,77,1441,471,0.041961852861035424
14003019001,14101048001,24,209,387,0.04195804195804196
14500000001,14832021001,75,1183,681,0.041922861934041364
14011034001,14130001001,22,360,187,0.0419047619047619
10034017001,10034025001,22,152,395,0.0419047619047619
14104118001,14113066001,37,451,469,0.04190260475651189
10001025001,10002021001,31,294,477,0.041891891891891894
14010040001,14011034001,65,1258,360,0.04185447520927238
14000197001,14244014001,24,482,116,0.041811846689895474
14112016001,14120012001,24,282,316,0.041811846689895474
14101025001,14104129001,36,483,414,0.041811846689895474
14110015001,14121019001,39,565,407,0.04180064308681672
14011059001,14131033001,40,339,658,0.04179728317659352
10033037001,10034017001,27,521,152,0.04179566563467492
14102250001,14133003001,47,677,495,0.041777777777777775
14001042001,14011028001,37,461,462,0.0417607223476298
10010002001,10021008001,58,693,754,0.04175665946724262
14002002001,14010034001,25,305,319,0.041736227045075125
14000057001,14003029001,46,791,358,0.04170444242973708
10002018001,14023056001,109,816,1908,0.04168260038240918
10032013001,14102250001,53,648,677,0.041666666666666664
11103021001,11103136001,20,227,273,0.041666666666666664
14011028001,14011052001,37,462,464,0.04161979752530934
14102246001,14104118001,32,350,451,0.04161248374512354
14505014001,14505138001,29,442,285,0.04154727793696275
14010011001,14011003001,50,511,743,0.04152823920265781
10013005001,10032008001,20,161,341,0.04149377593360996
14023056001,14133023001,98,1908,552,0.04149026248941575
14501014001,14501022001,38,456,498,0.04148471615720524
14000039001,14011028001,38,492,462,0.04148471615720524
14000057001,14011059001,45,791,339,0.041474654377880185
14501022001,14502009001,68,498,1210,0.041463414634146344
10001004001,10013003001,25,394,234,0.04145936981757877
10000002001,10002035001,25,448,180,0.04145936981757877
14131033001,14231003001,36,658,247,0.04142692750287687
14501011001,14505099001,21,361,167,0.04142011834319527
10021008001,10031001001,56,754,654,0.04142011834319527
14102249001,14104012001,48,765,442,0.04141501294219154
14500000001,14501004001,56,1183,226,0.04138950480413895
14011053001,14103009001,36,548,358,0.041379310344827586
14112041001,14113066001,29,261,469,0.04136947218259629
10032016001,10032019001,34,627,229,0.0413625304136253
14501012001,14502077001,42,572,486,0.04133858267716536
14103009001,14132031001,26,358,297,0.04133545310015898
14003041001,14102250001,40,331,677,0.04132231404958678
10031005001,10035035001,55,645,742,0.04129129129129129
14023056001,14502011001,104,1908,715,0.04128622469233823
14102249001,14102258001,44,765,345,0.04127579737335835
14002002001,14131075001,26,305,351,0.04126984126984127
10030007001,10033011001,26,475,181,0.04126984126984127
14121017001,14131027001,21,229,301,0.0412573673870334
14501013001,14505016001,40,356,654,0.041237113402061855
10032010001,10034004001,28,465,242,0.041237113402061855
14102249001,14500037001,49,765,473,0.04121110176619008
14503019001,14505016001,45,483,654,0.04120879120879121
10030013001,10031001001,39,332,654,0.04118268215417107
14500023001,14505138001,21,246,285,0.041176470588235294
10010004001,10031001001,42,408,654,0.041176470588235294
14502009001,14840003001,76,1210,712,0.041170097508125676
10001004001,14510033001,20,394,112,0.0411522633744856
10031013001,10033025001,52,713,603,0.04113924050632911
14011003001,14501010001,57,743,700,0.04112554112554113
14020026001,14022019001,47,881,309,0.04111986001749781
14000196001,14244021001,20,342,165,0.04106776180698152
14831021001,14832021001,34,181,681,0.04106280193236715
10001004001,14370004001,28,394,316,0.04105571847507331
10002018001,14805012001,89,816,1441,0.041051660516605165
10032046001,10032047001,25,90,544,0.041050903119868636
14101048001,14105102001,22,387,171,0.041044776119402986
14104002001,14121014001,30,339,422,0.04103967168262654
14010034001,14104012001,30,319,442,0.04103967168262654
14020026001,14110015001,57,881,565,0.04103671706263499
14501005001,14501022001,29,238,498,0.04101838755304102
14131041001,14231003001,29,489,247,0.04101838755304102
14501022001,14505013001,51,498,797,0.0409967845659164
14505013001,14821003001,61,797,753,0.0409670920080591
14010031001,14011028001,29,275,462,0.04096045197740113
10032006001,10033025001,51,694,603,0.040930979133226325
14132015001,14133003001,36,421,495,0.04090909090909091
14112014001,14503003001,116,505,2447,0.04090267983074753
14011028001,14131033001,44,462,658,0.040892193308550186
10001004001,14621069001,22,394,166,0.040892193308550186
14101048001,14131092001,24,387,224,0.04088586030664395
14001042001,14131047001,41,461,583,0.040877367896311065
14500026001,14501063001,28,192,521,0.040875912408759124
14011032001,14104129001,34,452,414,0.040865384615384616
14500000001,14805012001,103,1183,1441,0.04085680285600952
14003019001,14131033001,34,209,658,0.04081632653061224
14501004001,14503000001,24,226,386,0.04081632653061224
14821003001,14830009001,40,753,267,0.04081632653061224
14820014001,14832021001,40,339,681,0.04081632653061224
10021008001,10034042001,57,754,700,0.0408017179670723
10000998001,10002992001,39,645,350,0.04079497907949791
14001042001,14101025001,37,461,483,0.040793825799338476
10032008001,10033025001,37,341,603,0.040793825799338476
14000197001,14011028001,37,482,462,0.040793825799338476
14003041001,14010011001,33,331,511,0.0407911001236094
14820008001,14840017001,23,302,285,0.040780141843971635
14011059001,14014020001,21,339,197,0.040776699029126215
14001042001,14121019001,34,461,407,0.0407673860911271
14011052001,14131047001,41,464,583,0.040755467196819085
14000006001,14011053001,39,448,548,0.04075235109717868
14102250001,14102258001,40,677,345,0.04073319755600815
14023056001,14133003001,94,1908,495,0.040710264183629274
14500023001,14501063001,30,246,521,0.0407055630936228
14600023001,14611010001,37,256,690,0.0407040704070407
14000006001,14102250001,44,448,677,0.04070305272895467
10021008001,10032016001,54,754,627,0.04069329314242653
14121019001,14131041001,35,407,489,0.04065040650406504
10000011001,10001025001,53,1063,294,0.040644171779141106
14500000001,14840003001,74,1183,712,0.040637012630422846
10002001001,10002021001,31,317,477,0.04062909567496723
14500037001,14503003001,114,473,2447,0.040627227369921595
10010002001,10035035001,56,693,742,0.04060913705583756
14003029001,14104067001,25,358,283,0.040584415584415584
14203001001,14203017001,31,112,683,0.04057591623036649
10001006001,10002907001,31,571,224,0.04057591623036649
14000032001,14014011001,23,470,120,0.04056437389770723
14103009001,14133922001,27,358,335,0.04054054054054054
14011028001,14110015001,40,462,565,0.040526849037487336
14504028001,14810016001,22,101,464,0.040515653775322284
14102250001,14131075001,40,677,351,0.04048582995951417
14000039001,14002002001,31,492,305,0.04046997389033943
14501053001,14502026001,21,192,348,0.04046242774566474
14000006001,14011032001,35,448,452,0.04046242774566474
14501012001,14502015001,32,572,251,0.040455120101137804
14110015001,14112007001,47,565,644,0.04044750430292599
14370004001,14620907001,22,316,250,0.04044117647058824
14500010001,14502015001,23,341,251,0.040421792618629174
10031013001,14102250001,54,713,677,0.040419161676646706
14131033001,14133023001,47,658,552,0.040412725709372314
14000057001,14131025001,40,791,239,0.04040404040404041
14020026001,14020053001,52,881,458,0.04040404040404041
10034042001,10035035001,56,700,742,0.04040404040404041
14000057001,14001047001,48,791,446,0.040370058873002525
14630016001,14810016001,22,103,464,0.04036697247706422
14000006001,14131047001,40,448,583,0.04036326942482341
14000057001,14111039001,36,791,137,0.04035874439461883
14831002001,14840003001,36,217,712,0.040313549832026875
10034011001,10034042001,36,229,700,0.040313549832026875
10032006001,10034042001,54,694,700,0.04029850746268657
14133023001,14804007001,71,552,1281,0.04029511918274688
14100003001,14131075001,33,501,351,0.040293040293040296
14001045001,14010036001,22,349,219,0.040293040293040296
14501011001,14505138001,25,361,285,0.040257648953301126
14000073001,14131033001,39,350,658,0.04024767801857585
14020026001,14023047001,46,881,308,0.04024496937882765
14103009001,14133003001,33,358,495,0.04024390243902439
14500023001,14503013001,20,246,271,0.04024144869215292
14020053001,14023132001,20,458,59,0.04024144869215292
