item_code,item_id,n_slots,s_total,rop_global,rop_per_slot
14302079001,1911,1,24,4,4
12106030001,1912,1,336,14,14
12106006001,1913,1,24,4,4
14511080001,1914,1,13,4,4
12105045001,1915,1,15,4,4
14244934001,1916,1,24,4,4
15021042001,1917,1,72,66,66
14351052001,1918,1,24,4,4
10021022001,1919,2,72,41,21
14352069001,1920,1,12,3,3
15020904001,1921,1,36,14,14
12011255001,1922,1,24,5,5
14353045001,1923,1,12,3,3
14104193001,1924,1,12,2,2
12123902001,1925,1,40,5,5
14851034001,1926,2,8,5,3
12212007001,1927,1,39,7,7
14132149001,1928,1,24,3,3
10034032001,1929,1,144,33,33
14204068001,1930,1,72,15,15
14104098001,1931,1,20,3,3
14201022001,1932,1,20,3,3
10033073001,1933,2,24,22,11
14203059001,1934,1,40,5,5
12011109001,1935,1,24,3,3
10034013001,1936,1,120,31,31
10001041001,1937,1,24,17,17
10020038001,1938,1,120,24,24
15021057001,1939,1,192,39,39
12210024001,1940,1,33,14,14
12201897001,1941,1,39,5,5
10053901001,1942,1,72,17,17
10032048001,1943,1,48,28,28
31424001001,1944,1,20,3,3
14222007001,1945,1,12,3,3
10041899001,1946,2,48,33,17
14830012001,1947,1,144,16,16
14241037001,1948,1,150,5,5
14832005001,1949,1,120,19,19
14100002001,1950,1,10,5,5
31532099001,1951,1,48,4,4
12011199001,1952,1,24,3,3
14001097001,1953,1,24,4,4
14241024001,1954,1,48,1,1
31532098001,1955,1,48,4,4
14210067001,1956,1,80,3,3
10041007001,1957,2,96,65,33
14010088001,1958,1,45,40,40
10040038001,1959,2,32,22,11
12202039001,1960,1,4,4,4
12010036001,1961,1,288,16,16
10014034001,1962,1,144,33,33
14121130001,1963,1,20,3,3
12010262001,1964,1,84,3,3
14210081001,1965,1,80,4,4
14011065001,1966,1,12,5,5
32501100001,1967,1,24,11,11
14111041001,1968,1,10,4,4
10014101001,1969,1,168,42,42
14242156001,1970,1,40,4,4
14522048001,1971,1,96,8,8
14621021001,1972,3,108,84,28
11050038001,1973,1,24,3,3
12000152001,1974,1,24,3,3
14506211001,1975,1,12,3,3
14507029001,1976,1,24,4,4
11111022001,1977,1,12,4,4
11110060002,1978,1,30,5,5
14511026001,1979,1,13,4,4
14520066001,1980,1,96,5,5
14600017001,1981,1,48,5,5
11103046001,1982,1,12,6,6
14610009001,1983,1,36,10,10
11100011001,1984,1,4,4,4
14615107001,1985,1,36,3,3
14620024001,1986,1,36,3,3
14802011001,1987,1,96,9,9
11111005001,1988,1,12,5,5
14204133001,1989,1,30,7,7
11111010001,1990,1,6,4,4
12020339001,1991,1,20,3,3
12122034001,1992,1,36,5,5
12212006001,1993,1,36,7,7
14311236001,1994,1,18,3,3
12011237001,1995,1,6,4,4
12212027001,1996,1,4,3,3
14612005001,1997,1,24,3,3
12120061001,1998,1,101,6,6
11110093001,1999,1,12,5,5
14311081001,2000,1,18,4,4
14370006001,2001,1,4,4,4
14120014001,2002,1,24,3,3
14242003001,2003,1,50,4,4
14113013001,2004,1,24,3,3
31501903003,2005,1,30,5,5
14002039001,2006,1,12,3,3
31568028001,2007,1,60,3,3
12100003001,2008,1,96,5,5
14810031001,2009,1,48,3,3
12011333001,2010,1,12,1,1
14010047001,2011,1,12,3,3
14740038001,2012,1,24,7,7
12011299001,2013,1,36,4,4
11020002001,2014,1,24,5,5
12123111001,2015,1,54,7,7
15022021001,2016,1,192,47,47
14506291001,2017,1,32,7,7
12000108001,2018,1,24,3,3
12123079001,2019,1,36,5,5
14202018001,2020,1,48,6,6
41522003001,2021,3,3,3,1
14203003001,2022,1,40,5,5
11111015001,2023,1,12,3,3
12123029001,2024,1,24,8,8
14510058001,2025,1,13,5,5
14805059001,2026,1,96,22,22
14240001001,2027,1,12,6,6
10034002001,2028,1,48,17,17
11022025001,2029,1,18,2,2
14511001001,2030,1,13,4,4
14361012001,2031,1,15,3,3
14222071001,2032,1,30,3,3
14361009001,2033,1,12,3,3
14222089001,2034,1,48,3,3
14510147001,2035,1,13,5,5
12011065001,2036,1,24,4,4
14222999001,2037,1,48,5,5
14361120001,2038,1,12,4,4
14511007001,2039,1,13,3,3
14023256001,2040,1,28,3,3
14223005001,2041,1,40,3,3
14361148001,2042,1,24,7,7
10040028001,2043,2,8,8,4
11050895001,2044,1,24,4,4
14501007001,2045,1,96,8,8
12120044001,2046,1,82,12,12
10040035001,2047,2,24,17,9
14000068001,2048,1,24,3,3
14620019001,2049,1,24,17,17
14820031001,2050,1,72,3,3
14603010001,2051,1,60,6,6
14603019001,2052,1,60,6,6
14132153001,2053,1,48,6,6
14512013001,2054,1,24,3,3
12123901001,2055,1,34,17,17
11103289001,2056,1,12,5,5
12105049001,2057,1,12,3,3
14502045001,2058,1,24,3,3
14361114001,2059,2,24,15,8
10303001001,2060,1,96,63,63
11021013001,2061,1,6,4,4
12000016001,2062,1,36,3,3
14104146001,2063,1,16,5,5
14330039001,2064,1,12,5,5
14010226001,2065,1,20,4,4
12102055001,2066,1,96,4,4
14830020001,2067,1,168,8,8
31420014001,2068,1,48,3,3
31501903002,2069,1,30,5,5
14111050001,2070,1,24,6,6
14120024001,2071,1,20,3,3
12120007001,2072,1,24,5,5
14000005001,2073,1,24,3,3
12120898001,2074,1,72,7,7
10024003001,2075,1,12,7,7
14830043001,2076,1,168,7,7
10040011001,2077,2,80,51,26
14110146001,2078,1,48,3,3
14523104001,2079,1,49,3,3
12121056001,2080,1,36,5,5
12001109001,2081,1,30,3,3
12010192001,2082,1,72,4,4
14013022001,2083,1,12,6,6
14013014001,2084,1,36,7,7
14121039001,2085,1,24,3,3
14822062001,2086,1,72,3,3
12100023001,2087,1,72,5,5
11050081001,2088,1,63,4,4
14312113001,2089,1,18,7,7
14601065001,2090,1,180,3,3
12010144001,2091,1,144,7,7
31502034001,2092,1,30,4,4
12000045001,2093,1,24,2,2
12150009001,2094,1,24,4,4
14202040001,2095,1,36,3,3
14621051001,2096,1,96,3,3
14506204001,2097,1,48,10,10
14204053001,2098,1,24,4,4
14615079001,2099,1,12,4,4
14741017001,2100,1,24,7,7
11073907001,2101,1,84,3,3
14242039001,2102,1,40,5,5
11073902002,2103,1,48,4,4
14370007001,2104,1,24,6,6
14001096001,2105,1,24,3,3
12212059001,2106,1,36,8,8
14001089001,2107,1,12,3,3
10014030001,2108,1,48,35,35
14241033001,2109,1,40,5,5
14506045001,2110,1,24,3,3
10014024001,2111,1,144,28,28
14241023001,2112,1,48,3,3
14210085001,2113,1,12,3,3
14210108001,2114,1,60,5,5
11070003001,2115,1,36,5,5
14620158001,2116,1,24,5,5
14361161001,2117,1,12,5,5
14000067001,2118,1,12,3,3
31568016001,2119,1,60,3,3
14104005001,2120,1,30,3,3
14202034001,2121,1,20,4,4
14003053001,2122,1,12,4,4
14200093001,2123,1,48,3,3
12200006001,2124,2,20,12,6
10016011001,2125,1,96,5,5
12020068001,2126,1,168,3,3
12011058001,2127,1,12,3,3
14220019001,2128,1,160,3,3
14111017001,2129,1,12,3,3
14010048001,2130,1,12,3,3
11050039001,2131,1,8,4,4
14612015001,2132,1,24,3,3
14111120001,2133,1,24,4,4
14010192001,2134,1,6,3,3
11021029001,2135,1,24,5,5
12011022001,2136,1,24,5,5
14804999001,2137,1,96,32,32
14330042001,2138,1,6,3,3
14501944001,2139,1,12,3,3
14010038001,2140,1,45,21,21
10040071001,2141,3,60,47,16
14353013001,2142,1,24,5,5
14220086001,2143,1,72,4,4
14001011001,2144,1,12,4,4
11070011001,2145,1,48,6,6
14222025001,2146,1,48,3,3
11100112001,2147,1,3,3,3
14506631001,2148,1,16,2,2
12000377001,2149,1,48,3,3
12003130001,2150,1,48,3,3
14222107001,2151,1,12,4,4
14620111001,2152,1,60,3,3
14227002001,2153,1,12,3,3
14510210001,2154,1,13,1,1
10034045001,2155,1,48,26,26
12120082001,2156,1,91,12,12
14633021001,2157,1,36,3,3
11104006001,2158,1,12,3,3
14633001001,2159,1,192,7,7
14831027001,2160,1,168,7,7
14001001001,2161,1,8,4,4
11040001001,2162,1,36,10,10
10031023001,2163,1,48,23,23
11071034001,2164,1,24,3,3
14210046001,2165,1,36,3,3
14241032001,2166,1,60,3,3
14210024001,2167,1,50,4,4
31502034002,2168,1,30,5,5
14602107001,2169,1,276,3,3
12100028001,2170,1,72,5,5
14200130001,2171,1,20,4,4
14013007001,2172,1,12,3,3
14010006001,2173,1,45,37,37
14243107001,2174,1,80,1,1
14621048001,2175,1,12,3,3
31503001001,2176,1,48,4,4
12212025001,2177,1,36,4,4
14506069001,2178,1,24,5,5
31567032001,2179,1,48,5,5
10052019001,2180,1,24,3,3
14500066001,2181,1,24,4,4
12011354001,2182,1,12,4,4
12123069001,2183,1,18,3,3
14242145001,2184,1,24,3,3
12123066001,2185,1,24,5,5
10020012001,2186,1,120,31,31
14243150001,2187,1,60,6,6
14243026001,2188,1,60,8,8
14613918001,2189,1,12,4,4
12121016001,2190,1,69,11,11
10014109001,2191,1,72,18,18
12011144001,2192,1,24,4,4
12011136001,2193,1,24,3,3
14104030001,2194,1,20,8,8
11104005001,2195,1,24,3,3
11032230001,2196,1,12,4,4
14833036001,2197,1,72,6,6
14244009001,2198,1,30,5,5
14502018001,2199,1,24,4,4
14226005001,2200,1,120,10,10
14104073001,2201,1,24,3,3
11111020001,2202,1,36,3,3
14242144001,2203,1,24,3,3
14506085001,2204,1,40,10,10
14203016001,2205,1,24,5,5
10001007001,2206,1,48,26,26
14244039001,2207,1,20,4,4
12011473001,2208,1,36,3,3
11103303001,2209,1,4,4,4
11042011001,2210,1,24,7,7
10053909001,2211,1,48,32,32
14121011001,2212,1,12,4,4
12102057001,2213,1,96,5,5
14200086001,2214,1,48,4,4
15024011001,2215,2,144,90,45
11111003001,2216,1,8,4,4
14832013001,2217,1,120,6,6
11050098001,2218,1,24,8,8
14244906001,2219,1,72,4,4
12001026001,2220,1,24,3,3
14132156001,2221,1,12,5,5
11111004001,2222,1,24,9,9
11040001002,2223,1,36,5,5
14200088001,2224,1,48,3,3
14110145001,2225,1,48,2,2
11050047001,2226,1,24,4,4
14361083001,2227,1,12,4,4
14632058001,2228,1,18,4,4
14600020001,2229,1,72,3,3
14620902001,2230,1,24,3,3
10010018001,2231,1,120,73,73
31500025003,2232,1,30,4,4
12005093001,2233,1,36,5,5
11103106001,2234,1,12,5,5
12151015001,2235,1,24,3,3
11100017001,2236,1,4,3,3
14361017001,2237,1,15,5,5
12150016001,2238,1,24,4,4
14611901001,2239,1,12,3,3
11071033001,2240,1,24,3,3
14311044001,2241,1,24,3,3
14021090001,2242,1,20,3,3
11032016002,2243,1,36,13,13
31502003001,2244,1,60,4,4
12010209001,2245,1,36,3,3
12220016001,2246,1,16,3,3
10023038001,2247,1,48,18,18
14620070001,2248,1,36,4,4
11103046002,2249,1,12,4,4
14010221001,2250,1,12,5,5
14602062001,2251,1,252,3,3
14010285001,2252,1,10,4,4
14353040001,2253,1,12,3,3
14315008001,2254,1,30,3,3
14011021001,2255,1,12,4,4
14001050001,2256,1,10,4,4
10010009001,2257,1,48,24,24
14631064001,2258,1,72,4,4
10002915001,2259,1,48,38,38
12201022001,2260,1,39,15,15
11103270003,2261,1,6,4,4
14361055001,2262,1,12,3,3
14523028001,2263,1,36,3,3
14002046001,2264,1,24,3,3
10032059001,2265,1,48,20,20
14621070001,2266,1,36,4,4
12010013001,2267,1,24,6,6
14361159001,2268,1,12,3,3
14615013001,2269,1,72,3,3
12327084001,2270,1,5,3,3
11103237001,2271,1,3,3,3
11103270002,2272,1,6,5,5
10033031001,2273,1,12,8,8
14023294001,2274,1,12,5,5
14821006001,2275,1,72,5,5
14351034001,2276,1,9,9,9
14612059001,2277,1,24,4,4
11010115001,2278,1,6,3,3
14330020001,2279,1,8,3,3
14242083001,2280,1,30,4,4
14010195001,2281,1,20,3,3
14361146001,2282,1,12,3,3
14506130001,2283,1,12,3,3
12011275001,2284,1,12,3,3
14822042001,2285,1,144,14,14
11074048001,2286,1,100,5,5
14616022001,2287,1,6,3,3
14506145001,2288,1,8,4,4
31822064001,2289,2,4,3,2
14204118001,2290,1,40,4,4
12123903001,2291,1,34,12,12
10014037001,2292,1,96,8,8
14243006001,2293,1,24,11,11
12000223001,2294,1,24,3,3
14200092001,2295,1,48,5,5
12005093004,2296,1,36,5,5
11100015001,2297,1,4,3,3
14630034001,2298,1,60,3,3
12123034001,2299,1,72,6,6
14200021001,2300,1,24,4,4
14242154001,2301,1,50,4,4
14204136001,2302,1,24,4,4
14243034001,2303,1,36,4,4
12000124001,2304,1,24,3,3
14210010001,2305,1,120,3,3
11031912001,2306,1,72,6,6
14003010001,2307,1,16,3,3
11041017001,2308,1,48,3,3
11061011001,2309,1,30,3,3
14101021001,2310,1,336,7,7
14361093001,2311,1,12,5,5
14353073001,2312,1,6,5,5
12002126001,2313,1,24,3,3
12120058001,2314,1,36,11,11
14510090001,2315,1,13,4,4
11103027001,2316,1,12,6,6
11110078004,2317,1,50,3,3
14111063001,2318,1,10,5,5
14111058001,2319,1,6,3,3
14831018001,2320,1,216,9,9
12120030001,2321,1,72,7,7
14361025001,2322,1,15,4,4
31500030001,2323,1,60,3,3
14111021001,2324,1,12,3,3
14521168001,2325,1,72,3,3
14700029001,2326,1,36,5,5
12106044001,2327,1,54,3,3
14633896001,2328,1,120,6,6
14222898001,2329,1,72,19,19
14000102001,2330,1,12,3,3
31422011001,2331,1,24,3,3
14301108001,2332,1,24,3,3
10033048001,2333,1,48,20,20
14223119001,2334,1,84,3,3
14000322001,2335,1,12,4,4
11032024001,2336,1,24,13,13
11110090001,2337,1,12,6,6
11103069001,2338,1,12,4,4
14211038001,2339,1,140,3,3
10022014001,2340,1,30,6,6
14312055001,2341,1,24,6,6
12011252001,2342,1,12,3,3
31914003001,2343,1,312,4,4
14833077001,2344,1,36,3,3
14506036001,2345,1,32,7,7
14832037001,2346,1,60,6,6
14500051001,2347,1,96,10,10
12011244001,2348,1,12,2,2
10023049001,2349,1,6,3,3
30000048001,2350,1,200,3,3
14222005001,2351,1,24,6,6
11110095001,2352,1,12,4,4
11042005001,2353,1,24,4,4
14000106001,2354,1,16,3,3
14223073001,2355,1,48,3,3
11022003002,2356,1,36,4,4
14223247001,2357,1,32,3,3
14615114001,2358,1,36,5,5
14204077001,2359,1,36,3,3
12020028001,2360,1,120,3,3
14620133001,2361,1,48,8,8
12220019001,2362,1,8,4,4
14833049001,2363,1,144,6,6
14621013001,2364,1,24,21,21
11050040001,2365,1,6,3,3
14000098001,2366,1,24,3,3
14616021001,2367,1,6,3,3
14210035001,2368,1,12,2,2
14833059001,2369,1,60,4,4
11062019001,2370,1,36,3,3
31623026001,2371,1,30,4,4
12220011001,2372,1,4,3,3
14506014001,2373,1,8,3,3
14000210001,2374,1,24,3,3
14633897001,2375,1,120,5,5
10014076001,2376,1,96,32,32
12123014001,2377,1,24,9,9
14632009001,2378,1,72,3,3
14361137001,2379,1,12,3,3
12100046001,2380,1,72,5,5
11103054001,2381,1,12,6,6
15023010001,2382,1,192,54,54
14602011001,2383,1,300,3,3
12102013001,2384,1,120,6,6
30045077002,2385,1,100,6,6
11103088001,2386,1,4,3,3
14601051001,2387,1,120,3,3
31501901004,2388,1,40,4,4
14600032001,2389,1,72,3,3
14111023001,2390,1,12,3,3
11051025001,2391,1,60,4,4
11050005001,2392,1,24,5,5
14510180001,2393,1,13,7,7
11050131001,2394,1,12,4,4
10033002001,2395,2,48,30,15
11103270001,2396,1,12,5,5
12105067001,2397,1,12,3,3
10033022001,2398,1,24,21,21
14511005001,2399,1,12,6,6
12105001001,2400,1,12,4,4
14103070001,2401,1,12,4,4
35301005001,2402,1,24,8,8
11103031001,2403,1,11,3,3
12123024001,2404,1,18,6,6
11062013001,2405,1,60,3,3
11103018001,2406,1,6,4,4
12211005001,2407,1,14,3,3
14506140001,2408,1,32,8,8
14615052001,2409,1,72,3,3
14613899001,2410,1,12,3,3
14621058001,2411,1,36,3,3
14613018001,2412,1,48,3,3
10020010001,2413,1,48,15,15
14010033001,2414,1,12,3,3
14200085001,2415,1,48,3,3
14506315001,2416,1,100,6,6
12000081001,2417,1,30,4,4
14850040001,2418,3,3,3,1
14010140001,2419,1,48,5,5
14850124001,2420,2,2,2,1
14611001001,2421,1,48,3,3
11101039001,2422,1,12,5,5
12124001001,2423,1,8,6,6
31423019001,2424,1,60,6,6
14621009001,2425,1,36,3,3
10020094001,2426,1,72,15,15
14507076001,2427,1,80,3,3
11010043001,2428,1,6,4,4
14509005001,2429,1,24,3,3
14610007001,2430,1,6,3,3
10021005001,2431,1,96,53,53
14850125001,2432,2,2,2,1
11070016001,2433,1,24,3,3
14805018001,2434,1,96,15,15
14822023001,2435,1,72,3,3
11032002001,2436,1,72,46,46
14351055001,2437,1,16,5,5
14310025001,2438,1,30,10,10
14360042001,2439,1,18,3,3
12011206001,2440,1,24,5,5
14315004001,2441,1,24,3,3
14313019001,2442,1,30,6,6
14810018001,2443,1,72,12,12
14312070001,2444,1,24,5,5
14342025001,2445,1,72,3,3
14243016001,2446,1,24,3,3
14311065001,2447,1,20,5,5
14830048001,2448,1,192,8,8
11040031001,2449,1,24,14,14
14302006001,2450,1,36,8,8
12011268001,2451,1,12,3,3
14822050001,2452,1,60,4,4
14810025001,2453,1,72,10,10
14506378001,2454,1,32,10,10
14200090001,2455,1,48,4,4
12123143001,2456,1,34,6,6
14631037001,2457,1,48,3,3
14210034001,2458,1,48,7,7
14822026001,2459,1,60,6,6
12011069001,2460,1,24,3,3
14506053001,2461,1,24,3,3
14243013001,2462,1,30,3,3
12010071001,2463,1,24,3,3
14501029001,2464,1,48,12,12
12125007001,2465,1,144,5,5
11101038001,2466,1,12,7,7
12000089001,2467,1,24,3,3
12010068001,2468,1,216,3,3
11100014001,2469,2,8,6,3
14204899001,2470,1,20,6,6
14200019001,2471,1,50,3,3
14200017001,2472,1,50,3,3
14210110001,2473,1,24,3,3
14521012001,2474,1,90,9,9
14822025001,2475,1,60,5,5
14330004001,2476,1,6,3,3
14740006001,2477,1,24,6,6
11103156001,2478,1,12,4,4
10024001001,2479,1,96,54,54
11103080001,2480,1,4,4,4
14203058001,2481,1,40,3,3
14833084001,2482,1,24,3,3
14204051001,2483,1,40,3,3
12011383001,2484,1,24,3,3
14204052001,2485,1,24,4,4
14311032001,2486,1,20,4,4
12011367001,2487,1,12,3,3
14602063001,2488,1,240,4,4
14242150001,2489,1,24,3,3
14202027001,2490,1,10,5,5
14601015001,2491,1,48,3,3
12123007001,2492,1,28,15,15
12123008001,2493,1,40,11,11
12123009001,2494,1,40,32,32
14311003001,2495,1,20,8,8
12011409001,2496,1,12,4,4
11103111001,2497,1,12,3,3
14506074001,2498,1,8,3,3
11032008001,2499,1,72,69,69
11103014001,2500,1,8,3,3
14830017001,2501,1,144,7,7
10023892001,2502,1,4,3,3
11050064001,2503,1,8,5,5
14242010001,2504,1,30,3,3
14310016001,2505,1,28,5,5
14242164001,2506,1,12,4,4
12020036001,2507,1,108,3,3
14506042001,2508,1,96,6,6
11062026001,2509,1,20,4,4
11110029001,2510,1,12,3,3
14300046001,2511,1,12,5,5
12012043001,2512,1,48,3,3
14507083001,2513,1,96,3,3
10035024001,2514,1,36,30,30
11050032001,2515,1,24,6,6
14110028001,2516,1,16,3,3
14360032001,2517,1,9,3,3
14000072001,2518,1,24,3,3
14620091001,2519,1,36,12,12
10002990001,2520,2,192,109,55
11071004001,2521,1,48,6,6
14120060001,2522,1,36,5,5
14223030001,2523,1,48,3,3
14822965001,2524,1,120,4,4
11010013001,2525,1,6,3,3
14510145001,2526,1,13,4,4
14510205001,2527,1,13,3,3
32511049001,2528,2,30,18,9
11073006001,2529,1,144,5,5
14361008001,2530,1,12,3,3
14222217001,2531,1,12,3,3
14621003001,2532,1,36,3,3
11072012002,2533,1,24,8,8
14506038001,2534,1,80,4,4
14621095001,2535,1,36,5,5
41301008002,2536,2,4,4,2
12102112001,2537,1,60,3,3
14620922001,2538,1,12,3,3
14244073001,2539,1,36,3,3
14740037001,2540,1,24,3,3
10014111001,2541,1,96,38,38
14362019001,2542,1,15,10,10
14820015001,2543,1,192,18,18
14132130001,2544,1,12,4,4
10040082001,2545,2,24,23,12
30072062001,2546,1,22,4,4
14302080001,2547,1,24,2,2
14203002001,2548,1,40,3,3
12101003001,2549,1,144,3,3
14810023001,2550,1,144,8,8
11111014001,2551,1,6,4,4
14503999001,2552,1,24,3,3
14602022001,2553,1,240,3,3
11023010001,2554,1,72,12,12
14503047001,2555,1,36,4,4
11040040001,2556,1,36,4,4
11103083001,2557,1,6,6,6
11110094001,2558,1,4,3,3
12000129001,2559,1,30,3,3
10041057001,2560,1,48,15,15
14502008001,2561,1,48,7,7
11050087001,2562,1,36,3,3
30001040001,2563,1,160,2,2
11032018002,2564,1,24,4,4
11030031001,2565,1,48,4,4
14023019001,2566,1,12,3,3
14741003001,2567,1,24,3,3
31423001001,2568,1,48,4,4
14104139001,2569,1,15,3,3
14634027001,2570,1,72,5,5
14200014001,2571,1,40,3,3
14633936001,2572,1,216,2,2
12104021001,2573,1,192,8,8
14101016001,2574,1,336,4,4
14821001001,2575,1,72,17,17
14100005001,2576,1,50,4,4
12000170001,2577,1,24,3,3
11103272001,2578,1,12,4,4
14225018001,2579,1,240,9,9
10034015001,2580,1,120,21,21
11103284001,2581,1,18,3,3
14303024001,2582,1,12,3,3
12106043001,2583,1,72,3,3
12011163001,2584,1,24,5,5
14022069001,2585,1,12,3,3
11103179001,2586,1,66,3,3
14111098001,2587,1,12,3,3
14111018001,2588,1,96,7,7
14805019001,2589,1,4,3,3
14132230001,2590,1,24,3,3
14711014001,2591,1,60,5,5
11103158001,2592,1,21,7,7
14304187001,2593,1,36,3,3
14700075001,2594,1,36,6,6
12011169001,2595,1,12,4,4
14522059001,2596,1,72,3,3
11110018001,2597,1,12,3,3
14853003001,2598,1,144,57,57
12011294001,2599,1,12,3,3
12106064001,2600,1,36,4,4
12121036001,2601,1,68,9,9
11031907001,2602,1,36,3,3
11100010001,2603,1,4,3,3
14331039001,2604,1,6,2,2
14001136001,2605,1,40,4,4
11074005001,2606,1,36,5,5
14002026001,2607,1,24,3,3
14221113001,2608,1,20,6,6
14220146001,2609,1,10,3,3
10014130001,2610,1,72,60,60
10014905001,2611,2,144,116,58
14612021001,2612,1,36,7,7
12020093001,2613,1,120,3,3
14822017001,2614,1,60,2,2
10020030001,2615,1,48,34,34
31533038001,2616,1,48,4,4
14210056001,2617,1,80,7,7
12125001001,2618,1,108,3,3
12010084001,2619,1,216,4,4
11042017001,2620,1,12,3,3
12123898001,2621,1,24,7,7
10020046001,2622,1,144,41,41
14001119001,2623,1,9,7,7
14352059001,2624,1,15,3,3
14616009001,2625,1,24,13,13
14353025001,2626,1,24,8,8
14361109001,2627,1,12,2,2
14361158001,2628,1,12,6,6
14620163001,2629,1,36,9,9
14361096001,2630,1,15,4,4
10002919001,2631,2,24,15,8
11071009001,2632,1,24,8,8
14802001001,2633,1,200,4,4
10011007001,2634,1,48,18,18
14226016001,2635,1,120,11,11
14361004001,2636,1,12,3,3
14361002001,2637,1,12,3,3
10011028001,2638,1,72,11,11
14226059001,2639,1,120,7,7
31912036001,2640,1,8,3,3
14360007001,2641,1,18,3,3
31912019001,2642,1,24,3,3
11070002001,2643,1,48,3,3
14010224001,2644,1,20,3,3
12121109001,2645,1,24,4,4
12020225001,2646,1,84,4,4
12123050001,2647,1,24,7,7
12122002002,2648,1,24,13,13
14012025001,2649,1,70,3,3
14242105001,2650,1,45,3,3
11050057001,2651,1,28,3,3
10023005001,2652,1,5,4,4
10021018001,2653,1,36,26,26
11103023001,2654,2,8,5,3
14242072001,2655,1,20,5,5
14604047001,2656,1,312,2,2
12123005001,2657,1,16,4,4
14741014001,2658,1,24,4,4
14204150001,2659,1,40,3,3
14631047001,2660,1,72,3,3
14506062001,2661,1,24,5,5
31530107001,2662,1,84,5,5
12011176001,2663,1,24,3,3
12010163001,2664,1,60,3,3
14632041001,2665,1,72,16,16
31414020001,2666,2,8,5,3
14111044001,2667,1,10,3,3
10021003001,2668,1,96,33,33
12011172001,2669,1,12,3,3
14616018001,2670,1,36,3,3
10022020001,2671,1,96,21,21
31762017001,2672,1,20,2,2
14111067001,2673,1,85,3,3
12212062001,2674,1,96,7,7
14312032001,2675,1,10,3,3
12011165001,2676,1,24,3,3
14110078001,2677,1,60,3,3
12005093007,2678,1,36,4,4
14312029001,2679,1,60,3,3
11110082001,2680,1,12,5,5
14012012001,2681,1,15,3,3
11030032001,2682,1,48,4,4
14361118001,2683,1,12,3,3
12100012001,2684,1,72,5,5
11070014001,2685,1,24,3,3
11032014002,2686,1,24,12,12
10002916001,2687,1,24,16,16
12011251001,2688,1,24,3,3
12121059001,2689,1,24,4,4
12011230001,2690,1,24,2,2
14361086001,2691,1,12,3,3
12121082001,2692,1,57,5,5
14312003001,2693,1,48,13,13
14361022001,2694,1,40,3,3
33551004001,2695,1,16,3,3
11050093001,2696,1,63,4,4
12120083001,2697,1,38,19,19
11062015001,2698,1,60,6,6
14510084001,2699,1,13,3,3
12102048001,2700,1,96,4,4
14311054001,2701,1,20,3,3
10023103001,2702,1,20,3,3
14700007001,2703,1,60,4,4
14001149001,2704,1,12,3,3
12120034001,2705,1,72,7,7
11103005001,2706,1,12,6,6
12010049001,2707,1,32,6,6
14512916001,2708,1,6,4,4
14331037001,2709,1,12,2,2
11103254001,2710,1,8,3,3
12011084001,2711,1,24,3,3
12010054001,2712,1,48,3,3
10032023001,2713,1,144,33,33
14331026001,2714,1,6,3,3
11100019001,2715,1,4,3,3
14612012001,2716,1,42,6,6
12123080001,2717,1,72,19,19
12112018001,2718,1,96,3,3
14331004001,2719,1,6,4,4
11032036001,2720,1,24,5,5
14631028001,2721,1,48,4,4
12112003001,2722,1,72,3,3
11032035001,2723,1,48,4,4
10031026001,2724,1,24,22,22
14523030001,2725,1,36,3,3
14304194001,2726,1,24,4,4
31564007001,2727,1,48,6,6
14303036001,2728,1,12,3,3
12105066001,2729,1,12,3,3
14370045001,2730,1,48,3,3
14350007001,2731,1,20,3,3
10034057001,2732,1,16,7,7
10034049001,2733,1,24,5,5
31501009001,2734,1,72,8,8
31531169001,2735,1,72,2,2
14104136001,2736,1,12,3,3
12201116001,2737,1,37,3,3
12201071001,2738,1,33,30,30
14510227001,2739,1,13,3,3
12010022001,2740,1,216,18,18
14311113001,2741,1,20,6,6
12123062001,2742,1,34,8,8
14612044001,2743,1,18,2,2
14612035001,2744,1,24,4,4
14511022001,2745,1,13,4,4
14011007001,2746,1,12,3,3
14820035001,2747,1,60,3,3
10016002001,2748,1,96,35,35
11032222002,2749,1,12,5,5
14630056001,2750,1,48,3,3
12121038001,2751,1,48,5,5
11103279001,2752,1,12,4,4
14506033001,2753,1,96,3,3
12001004001,2754,1,36,3,3
14243036001,2755,1,60,5,5
11022002001,2756,1,80,7,7
14509013001,2757,1,24,3,3
14210017001,2758,1,125,4,4
14506645001,2759,1,20,4,4
11041002001,2760,1,48,4,4
14740036001,2761,1,24,5,5
14242081001,2762,1,12,4,4
14506397001,2763,1,20,4,4
14222896001,2764,1,72,14,14
14509027001,2765,1,54,3,3
11112040001,2766,1,32,8,8
14204148001,2767,1,30,4,4
14222141001,2768,1,20,3,3
14243120001,2769,1,80,3,3
11042009001,2770,1,60,3,3
14203053001,2771,1,20,3,3
14220132001,2772,1,195,8,8
11042023001,2773,1,36,3,3
14210132001,2774,1,60,5,5
14243007001,2775,1,24,6,6
14243010001,2776,1,60,4,4
14804013001,2777,1,6,3,3
15020913001,2778,1,24,6,6
14223295001,2779,1,150,4,4
14200089001,2780,1,48,3,3
12011349001,2781,1,18,3,3
14510026001,2782,1,20,4,4
11010027001,2783,1,6,3,3
